agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Cornwall Town,Cities,NEW YORK,9589,22,5,1,5,1,0,3
Cornwall-on-Hudson Village,Cities,New York,2955,15,0,13,3,0,3,3
Corona,Cities,CALIFORNIA,166534,21,0,7,5,0,1,5
Coronado,Cities,CALIFORNIA,24974,24,0,4,6,0,1,4
Corpus Christi,Cities,TEXAS,327948,11,3,14,2,0,3,5
Corrales,Cities,NEW MEXICO,8484,16,0,12,4,0,3,3
Corrigan,Cities,TEXAS,1529,27,0,1,6,0,0,3
Corry,Cities,PENNSYLVANIA,6384,24,2,2,6,0,0,3
Corsica,Cities,SOUTH DAKOTA,559,4,0,24,1,0,6,2
Corsicana,Cities,TEXAS,23974,26,0,2,6,0,0,4
Corson,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,26,0,2,6,0,0,-1
Cortez,Cities,COLORADO,8761,27,0,1,6,0,0,3
Cortland,Cities,NEW YORK,6894,24,3,1,6,0,0,3
Corunna,Cities,MICHIGAN,3386,27,0,1,6,0,0,3
Corvallis,Cities,OREGON,56061,17,0,11,4,0,2,4
Corydon,Cities,INDIANA,3118,20,0,8,5,0,2,3
Coryell,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Coshocton,Nonmetropolitan Counties,OHIO,No Data,22,0,6,5,0,1,-1
Cosmopolis,Cities,WASHINGTON,1583,27,0,1,6,0,0,3
Costa Mesa,Cities,CALIFORNIA,113816,21,0,7,5,0,1,5
Costilla,Nonmetropolitan Counties,Colorado,No Data,16,0,12,4,0,3,-1
Cotati,Cities,CALIFORNIA,7479,26,0,2,6,0,0,3
Cottage City,Cities,MARYLAND,1383,27,0,1,6,0,0,3
Cottage Grove,Cities,MINNESOTA,6954,27,0,1,6,0,0,3
Cottageville,Cities,SOUTH CAROLINA,733,26,0,2,6,0,0,2
Cotter,Cities,ARKANSAS,947,24,3,1,6,0,0,2
Cottle,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Cottleville,Cities,MISSOURI,5151,27,0,1,6,0,0,3
Cotton,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Cottondale,Cities,FLORIDA,901,20,0,8,5,0,2,2
Cottonwood,Cities,ALABAMA,No Data,21,6,1,5,1,0,-1
Cottonwood Heights,Cities,UTAH,34493,24,3,1,6,0,0,4
Cottonwood Shores,Cities,TEXAS,1166,11,0,17,2,0,4,3
Coudersport,Cities,PENNSYLVANIA,2469,14,1,13,3,0,3,3
Coulee Dam,Cities,WASHINGTON,1092,27,0,1,6,0,0,3
Council Bluffs,Cities,IOWA,62642,23,0,5,5,0,1,4
Council Grove,Cities,KANSAS,2068,27,0,1,6,0,0,3
Country Club Hills,Cities,ILLINOIS,1271,27,0,1,6,0,0,3
Country Club Village,Cities,MISSOURI,2465,27,0,1,6,0,0,3
Countryside,Cities,Illinois,6015,22,1,5,5,0,1,3
Coupeville,Cities,WASHINGTON,1897,27,0,1,6,0,0,3
Courtdale,Cities,Pennsylvania,736,13,2,13,3,0,0,2
Courtland,Cities,ALABAMA,607,10,2,16,2,0,4,2
Coushatta,Cities,Louisiana,1832,12,11,5,3,2,1,3
Coventry,Cities,CONNECTICUT,34967,26,0,2,6,0,0,4
Covert Township,Cities,MICHIGAN,2824,25,0,3,6,0,0,3
Covina,Cities,CALIFORNIA,49222,20,1,7,5,0,1,4
Covington,Cities,KENTUCKY,19529,27,0,1,6,0,0,4
Covington Township,Cities,PENNSYLVANIA,2265,23,4,1,5,1,0,3
Cowan,Cities,TENNESSEE,1698,25,0,3,6,0,0,3
Cowanshannock Township,Cities,PENNSYLVANIA,2905,4,0,24,1,0,6,3
Coward,Cities,SOUTH CAROLINA,749,27,0,1,6,0,0,2
Cowden,Cities,Illinois,577,15,0,13,3,0,3,2
Coweta,Cities,OKLAHOMA,9589,27,0,1,6,0,0,3
Cowley,Nonmetropolitan Counties,KANSAS,No Data,26,0,2,6,0,0,-1
Cowlitz,Metropolitan Counties,WASHINGTON,No Data,21,0,7,5,0,1,-1
Cowpens,Cities,SOUTH CAROLINA,2288,27,0,1,6,0,0,3
Coxsackie Village,Cities,New York,2681,17,2,9,4,0,2,3
Cozad,Cities,NEBRASKA,3838,25,1,2,6,0,0,3
Crafton,Cities,PENNSYLVANIA,6316,24,3,1,6,0,0,3
Craig,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Craig Beach,Cities,OHIO,1137,7,4,17,1,1,4,3
Craighead,Metropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Cramerton,Cities,NORTH CAROLINA,4361,27,0,1,6,0,0,3
Cranberry Township,Cities,PENNSYLVANIA,30940,25,2,1,6,0,0,4
Cranbury Township,Cities,NEW JERSEY,3958,19,1,8,4,0,2,3
Crandall,Cities,TEXAS,3318,27,0,1,6,0,0,3
Crandon,Cities,WISCONSIN,1852,27,0,1,6,0,0,3
Crane,Cities,MISSOURI,No Data,27,0,1,6,0,0,-1
Cranford Township,Cities,NEW JERSEY,24324,24,0,4,6,0,1,4
Cranston,Cities,RHODE ISLAND,81162,26,0,2,6,0,0,4
Craven,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Crawford,Metropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Crawford Town,Cities,NEW YORK,9202,18,0,10,4,0,2,3
Crawfordsville,Cities,INDIANA,16047,12,3,13,3,0,3,4
Creedmoor,Cities,NORTH CAROLINA,4487,22,0,6,5,0,1,3
Creek,Metropolitan Counties,Oklahoma,No Data,23,0,5,5,0,1,-1
Creighton,Cities,MISSOURI,343,27,0,1,6,0,0,2
Crenshaw,Nonmetropolitan Counties,ALABAMA,No Data,4,0,24,1,0,6,-1
Creola,Cities,ALABAMA,2100,4,0,24,1,0,6,3
Crescent,Cities,OKLAHOMA,1550,25,2,1,6,0,0,3
Crescent City,Cities,CALIFORNIA,6622,27,0,1,6,0,0,3
Crescent Township,Cities,PENNSYLVANIA,2601,26,1,1,6,0,0,3
Cresco,Cities,IOWA,3826,27,0,1,6,0,0,3
Cresskill,Cities,NEW JERSEY,8815,26,0,2,6,0,0,3
Cresson,Cities,PENNSYLVANIA,1619,26,1,1,6,0,0,3
Cresson Township,Cities,PENNSYLVANIA,2562,26,1,1,6,0,0,3
Crest Hill,Cities,Illinois,21211,17,0,11,4,0,2,4
Crested Butte,Cities,COLORADO,1599,27,0,1,6,0,0,3
Crestline,Cities,OHIO,4402,18,1,9,4,0,2,3
Creston,Cities,IOWA,2185,26,1,1,6,0,2,3
Crestview,Cities,FLORIDA,23251,20,0,8,5,0,2,4
Crestwood,Cities,MISSOURI,11977,27,0,1,6,0,0,4
Creswell,Cities,OREGON,5237,4,0,24,1,0,6,3
Crete,Cities,ILLINOIS,7047,25,1,2,6,0,0,3
Creve Coeur,Cities,MISSOURI,18367,25,0,3,6,0,0,4
Crewe,Cities,VIRGINIA,2225,27,0,1,6,0,0,3
Cridersville,Cities,OHIO,1840,14,2,12,3,0,3,3
Cripple Creek,Cities,COLORADO,1147,27,0,1,6,0,0,3
Crisfield,Cities,MARYLAND,2642,26,0,2,6,0,0,3
Crisp,Nonmetropolitan Counties,GEORGIA,No Data,24,3,1,6,0,0,-1
Crittenden,Metropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Crocker,Cities,MISSOURI,1061,26,0,2,6,0,0,3
Crockett,Nonmetropolitan Counties,TENNESSEE,6595,27,0,1,6,0,0,3
Cromwell,Cities,CONNECTICUT,14041,23,0,5,5,0,1,4
Crook,Nonmetropolitan Counties,OREGON,No Data,27,0,1,6,0,0,-1
Crookston,Cities,Minnesota,7765,16,7,5,4,1,1,3
Crooksville,Cities,OHIO,2491,25,2,1,6,0,0,3
Crosby,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Crosbyton,Cities,TEXAS,1692,27,0,1,6,0,0,3
Cross,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Cross City,Cities,FLORIDA,1692,20,0,8,5,0,2,3
Cross Creek Township,Cities,OHIO,5468,7,1,20,1,0,5,3
Cross Plains,Cities,TENNESSEE,1725,27,0,1,6,0,0,3
Crossett,Cities,ARKANSAS,5166,26,0,2,6,0,0,3
Crossville,Cities,ALABAMA,11514,25,0,3,6,0,0,4
Croswell,Cities,MICHIGAN,2318,21,2,5,5,0,1,3
Croton-on-Hudson Village,Cities,NEW YORK,8308,22,2,4,5,0,1,3
Crow Wing,Nonmetropolitan Counties,MINNESOTA,No Data,21,5,2,5,1,0,-1
Crowell,Cities,TEXAS,850,27,0,1,6,0,0,2
Crowley,Nonmetropolitan Counties,COLORADO,15272,27,0,1,6,0,0,4
Crown Point,Cities,Indiana,28547,5,3,20,1,0,5,4
Croyle Township,Cities,PENNSYLVANIA,2274,26,1,1,6,0,5,3
Crump,Cities,TENNESSEE,1394,27,0,1,6,0,0,3
Crystal,Cities,MINNESOTA,23102,11,3,14,2,0,3,4
Crystal City,Cities,MISSOURI,7566,27,0,1,6,0,0,3
Crystal Falls,Cities,MICHIGAN,1404,26,0,2,6,0,0,3
Crystal Lake,Cities,Illinois,40374,14,0,14,3,0,0,4
Crystal Lakes,Cities,Missouri,346,10,1,17,2,0,4,2
Crystal River,Cities,FLORIDA,3054,20,0,8,5,0,2,3
Crystal Springs,Cities,Mississippi,4972,9,7,12,2,1,3,3
Cuba,Cities,MISSOURI,3380,27,0,1,6,0,0,3
Cuba City,Cities,WISCONSIN,2049,19,0,9,4,0,2,3
Cuba Town,Cities,NEW YORK,3153,26,1,1,6,0,2,3
Cudahy,Cities,CALIFORNIA,18338,27,0,1,6,0,0,4
Cuero,Cities,TEXAS,7167,27,0,1,6,0,0,3
Culberson,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Cullen,Cities,Louisiana,1138,1,3,24,0,0,6,3
Cullman,Cities,ALABAMA,15540,4,3,21,1,0,5,4
Culpeper,Cities,VIRGINIA,No Data,27,0,1,6,0,0,-1
Culver,Cities,INDIANA,1401,15,5,8,3,1,2,3
Culver City,Cities,CALIFORNIA,39880,26,0,2,6,0,0,4
Cumberland,Metropolitan Counties,MAINE,2142,27,0,1,6,0,0,3
Cumberland City,Cities,TENNESSEE,300,27,0,1,6,0,0,2
Cumberland Gap,Cities,TENNESSEE,498,12,0,16,3,0,4,2
"Cumberland Township, Adams County",Cities,PENNSYLVANIA,6243,26,1,1,6,0,4,3
"Cumberland Township, Greene County",Cities,PENNSYLVANIA,6385,25,2,1,6,0,0,3
Cumby,Cities,TEXAS,792,25,2,1,6,0,0,2
Cuming,Nonmetropolitan Counties,Nebraska,No Data,11,0,17,2,0,4,-1
Cumming,Cities,GEORGIA,5772,24,3,1,6,0,0,3
Cumru Township,Cities,PENNSYLVANIA,15385,26,1,1,6,0,0,4
Cuney,Cities,Texas,141,3,0,25,0,0,6,2
Cupertino,Cities,CALIFORNIA,60948,19,0,9,4,0,2,4
Currituck,Metropolitan Counties,NORTH CAROLINA,No Data,23,0,5,5,0,1,-1
Curry,Nonmetropolitan Counties,NEW MEXICO,No Data,8,0,20,2,0,5,-1
Curryville,Cities,Missouri,228,2,2,24,0,0,6,2
Curwensville,Cities,PENNSYLVANIA,2461,23,4,1,5,1,0,3
Cushing,Cities,OKLAHOMA,7874,27,0,1,6,0,0,3
Custer,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Cut Bank,Cities,MONTANA,3023,27,0,1,6,0,0,3
Cuthbert,Cities,GEORGIA,3636,25,2,1,6,0,0,3
Cuyahoga Falls,Cities,Ohio,49133,1,3,24,0,0,6,4
Cynthiana,Cities,KENTUCKY,6421,21,0,7,5,0,1,3
Cypress,Cities,CALIFORNIA,49557,18,0,10,4,0,2,4
D'Iberville,Cities,Mississippi,11795,11,4,13,2,1,3,4
Dacono,Cities,COLORADO,4925,27,0,1,6,0,0,3
Dade,Metropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Dade City,Cities,FLORIDA,6624,20,0,8,5,0,2,3
Dadeville,Cities,ALABAMA,3265,4,0,24,1,0,6,3
Daggett,Nonmetropolitan Counties,UTAH,No Data,23,0,5,5,0,1,-1
Dagsboro,Cities,DELAWARE,875,27,0,1,6,0,0,2
Daingerfield,Cities,TEXAS,2432,27,0,1,6,0,0,3
Dakota,Metropolitan Counties,MINNESOTA,No Data,18,8,2,4,2,0,-1
Dale,Nonmetropolitan Counties,ALABAMA,1163,21,6,1,5,1,0,3
Daleville,Cities,ALABAMA,4561,4,0,24,1,0,6,3
Dalhart,Cities,TEXAS,8455,23,3,2,5,0,0,3
Dallam,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Dallas,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Dallas Township,Cities,PENNSYLVANIA,9333,26,1,1,6,0,0,3
Dalton,Cities,GEORGIA,1204,23,4,1,5,1,0,3
Dalworthington Gardens,Cities,TEXAS,2395,27,0,1,6,0,0,3
Daly City,Cities,CALIFORNIA,107640,16,0,12,4,0,3,5
Damariscotta,Cities,MAINE,2214,26,0,2,6,0,0,3
Damascus,Cities,VIRGINIA,799,27,0,1,6,0,0,2
Dana Point,Cities,CALIFORNIA,34349,22,0,6,5,0,1,4
Danbury,Cities,CONNECTICUT,1788,27,0,1,6,0,0,3
Dandridge,Cities,TENNESSEE,2949,27,0,1,6,0,0,3
Dane,Metropolitan Counties,WISCONSIN,1067,27,0,1,6,0,0,3
Dania,Cities,FLORIDA,30996,19,0,9,4,0,2,4
Daniels,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Danielsville,Cities,GEORGIA,579,24,3,1,6,0,0,2
Dansville Village,Cities,NEW YORK,4525,25,2,1,6,0,0,3
Danvers,Cities,MASSACHUSETTS,1133,24,2,2,6,0,0,3
Danville,Cities,KENTUCKY,41686,24,3,1,6,0,0,4
Daphne,Cities,ALABAMA,20018,4,0,24,1,0,6,4
Darby,Cities,PENNSYLVANIA,10687,26,1,1,6,0,6,4
Darby Township,Cities,PENNSYLVANIA,9329,23,4,1,5,1,0,3
Dardanelle,Cities,ARKANSAS,4642,27,0,1,6,0,0,3
Dare,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Darien,Cities,CONNECTICUT,22285,27,0,1,6,0,0,4
Darke,Nonmetropolitan Counties,OHIO,No Data,20,3,5,5,0,1,-1
Darlington,Cities,SOUTH CAROLINA,2397,26,0,2,6,0,0,3
Darlington Township,Cities,PENNSYLVANIA,1921,23,4,1,5,1,0,3
Darrington,Cities,Washington,1381,2,0,26,0,0,6,3
Dartmouth,Cities,MASSACHUSETTS,34630,25,0,3,6,0,0,4
Dauphin Island,Cities,ALABAMA,1640,4,0,24,1,0,6,3
Davenport,Cities,IOWA,822,27,0,1,6,0,0,2
David City,Cities,NEBRASKA,2932,5,3,20,1,0,5,3
Davidson,Cities,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Davie,Cities,FLORIDA,No Data,26,0,2,6,0,0,-1
Daviess,Metropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Davis,Cities,CALIFORNIA,2780,27,0,1,6,0,0,3
Davisboro,Cities,GEORGIA,1989,15,4,9,3,1,2,3
Davison,Cities,MICHIGAN,No Data,27,0,1,6,0,0,-1
Davison Township,Cities,MICHIGAN,19029,25,0,3,6,0,0,4
Dawes,Nonmetropolitan Counties,Nebraska,No Data,11,0,17,2,0,4,-1
Dawson,Cities,GEORGIA,No Data,27,0,1,6,0,0,-1
Dawson Springs,Cities,KENTUCKY,2732,26,0,2,6,0,0,3
Dawson/Boyd,Cities,Minnesota,1590,7,0,21,1,0,5,3
Dayton,Cities,KENTUCKY,1598,27,0,1,6,0,0,3
Daytona Beach,Cities,FLORIDA,62629,18,0,10,4,0,2,4
Daytona Beach Shores,Cities,FLORIDA,4336,20,3,5,5,0,1,3
De Beque,Cities,COLORADO,496,20,0,8,5,0,2,2
De Funiak Springs,Cities,FLORIDA,5689,20,0,8,5,0,2,3
De Graff,Cities,OHIO,1259,23,4,1,5,1,0,3
De Kalb,Nonmetropolitan Counties,ALABAMA,1653,26,1,1,6,0,0,3
De Leon,Cities,TEXAS,2132,27,0,1,6,0,0,3
De Pere,Cities,WISCONSIN,24896,23,0,5,5,0,1,4
De Pue,Cities,ILLINOIS,1726,27,0,1,6,0,0,3
De Queen,Cities,ARKANSAS,6724,27,0,1,6,0,0,3
De Quincy,Cities,Louisiana,3147,15,0,13,3,0,3,3
De Soto,Cities,ILLINOIS,6512,27,0,1,6,0,0,3
De Valls Bluff,Cities,Arkansas,581,14,1,13,3,0,3,2
De Witt,Cities,ARKANSAS,5226,27,0,1,6,0,0,3
Deadwood,Cities,SOUTH DAKOTA,1255,27,0,1,6,0,0,3
DeKalb,Metropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
DeKalb County Police Department,Metropolitan Counties,Georgia,No Data,1,3,24,0,0,6,-1
DeSoto,Nonmetropolitan Counties,FLORIDA,53143,24,3,1,6,0,0,4
DeWitt,Nonmetropolitan Counties,Texas,No Data,15,0,13,3,0,3,-1
Deal,Cities,NEW JERSEY,735,25,1,2,6,0,0,2
Deaf Smith,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Dearborn,Cities,MICHIGAN,94646,6,0,22,1,0,5,4
Dearborn Heights,Cities,MICHIGAN,55852,19,0,9,4,0,2,4
Decatur,Cities,ALABAMA,6621,27,0,1,6,0,0,3
Decatur Township,Cities,PENNSYLVANIA,4850,22,5,1,5,1,0,3
Decaturville,Cities,TENNESSEE,869,26,0,2,6,0,0,2
Decherd,Cities,TENNESSEE,2439,27,0,1,6,0,0,3
Decorah,Cities,IOWA,7864,27,0,1,6,0,0,3
Dedham,Cities,MASSACHUSETTS,25402,26,0,2,6,0,0,4
Deephaven,Cities,Minnesota,3880,15,0,13,3,0,3,3
Deephaven-Woodland,Cities,Minnesota,4163,3,5,20,0,1,5,3
Deepwater,Cities,MISSOURI,420,9,3,16,2,0,4,2
Deer Creek,Cities,Illinois,678,19,0,9,4,0,2,2
Deer Creek-Goodfield,Cities,Illinois,1569,3,1,24,0,0,6,3
Deer Park,Cities,ILLINOIS,34156,27,0,1,6,0,0,4
Deer Lodge,Nonmetropolitan Counties,MONTANA,No Data,26,0,2,6,0,0,-1
Deer River,Cities,Minnesota,934,7,0,21,1,0,5,2
Deerfield,Cities,ILLINOIS,4436,27,0,1,6,0,0,3
Deerfield Beach,Cities,FLORIDA,78773,20,0,8,5,0,2,4
Deering,Cities,NEW HAMPSHIRE,1924,27,0,1,6,0,0,3
Deerpark Town,Cities,NEW YORK,7749,25,1,2,6,0,0,3
Defiance,Cities,OHIO,No Data,26,0,2,6,0,0,-1
DeForest,Cities,WISCONSIN,9260,4,0,24,1,0,6,3
Deforest,Cities,Wisconsin,9674,23,0,5,5,0,1,3
Del City,Cities,OKLAHOMA,22152,23,0,5,5,0,1,4
Del Mar,Cities,CALIFORNIA,4388,26,0,2,6,0,0,3
Del Norte,Nonmetropolitan Counties,CALIFORNIA,1588,27,0,1,6,0,0,3
Del Rey Oaks,Cities,CALIFORNIA,1700,27,0,1,6,0,0,3
Del Rio,Cities,TEXAS,36177,26,1,1,6,0,0,4
Delafield,Cities,WISCONSIN,7194,27,0,1,6,0,0,3
Delanco Township,Cities,NEW JERSEY,4592,24,0,4,6,0,1,3
Deland,Cities,FLORIDA,29773,15,3,10,3,0,2,4
Delano,Cities,CALIFORNIA,52656,25,0,3,6,0,0,4
Delano Township,Cities,Pennsylvania,423,21,2,5,5,0,1,2
Delavan,Cities,ILLINOIS,9992,27,0,1,6,0,0,3
Delavan Town,Cities,WISCONSIN,5337,27,0,1,6,0,0,3
Delaware,Metropolitan Counties,OHIO,38658,24,3,1,6,0,0,4
Delaware City,Cities,DELAWARE,1750,27,0,1,6,0,0,3
Delaware Township,Cities,NEW JERSEY,4478,26,1,1,6,0,0,3
Delaware Water Gap,Cities,PENNSYLVANIA,707,18,5,5,4,1,0,2
Delhi Township,Cities,OHIO,29573,24,0,4,6,0,1,4
Delhi Village,Cities,NEW YORK,3173,27,0,1,6,0,0,3
Dell,Cities,Arkansas,206,7,0,21,1,0,5,2
Dellwood,Cities,MISSOURI,5032,10,2,16,2,0,4,3
Delmar,Cities,DELAWARE,3068,27,0,1,6,0,0,3
Delmont,Cities,PENNSYLVANIA,2631,26,1,1,6,0,0,3
Delphi,Cities,INDIANA,2887,14,6,8,3,1,2,3
Delphos,Cities,KANSAS,7011,16,11,1,4,2,0,3
Delran Township,Cities,NEW JERSEY,16739,21,0,7,5,0,1,4
Delray Beach,Cities,FLORIDA,64917,18,0,10,4,0,2,4
Delta,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Demarest,Cities,NEW JERSEY,5051,27,0,1,6,0,0,3
Deming,Cities,NEW MEXICO,14987,3,9,16,0,2,4,4
Demopolis,Cities,ALABAMA,7089,22,1,5,5,0,1,3
Demorest,Cities,Georgia,2088,16,7,5,4,1,1,3
Denham Springs,Cities,LOUISIANA,10107,17,2,9,4,0,2,4
Denison,Cities,IOWA,8335,27,0,1,6,0,0,3
Denmark,Cities,SOUTH CAROLINA,3274,27,0,1,6,0,0,3
Dennis,Cities,MASSACHUSETTS,13905,23,0,5,5,0,1,4
Dennison,Cities,OHIO,2638,23,4,1,5,1,0,3
Dent,Nonmetropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Denton,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Denton Township,Cities,MICHIGAN,5358,27,0,1,6,0,0,3
Denver,Cities,COLORADO,3877,25,2,1,6,0,0,3
Denver City,Cities,TEXAS,4949,26,1,1,6,0,0,3
Denville Township,Cities,NEW JERSEY,16759,24,1,3,6,0,0,4
Depew,Cities,Oklahoma,483,15,0,13,3,0,3,2
Depew Village,Cities,NEW YORK,15116,26,1,1,6,0,3,4
Deposit Village,Cities,NEW YORK,1586,22,5,1,5,1,0,3
Deptford Township,Cities,NEW JERSEY,30400,26,1,1,6,0,0,4
Derby,Cities,CONNECTICUT,23708,24,0,4,6,0,1,4
Dermott,Cities,ARKANSAS,2688,27,0,1,6,0,0,3
Derry,Cities,NEW HAMPSHIRE,2576,23,4,1,5,1,0,3
"Derry Township, Dauphin County",Cities,PENNSYLVANIA,25044,26,1,1,6,0,0,4
Des Arc,Cities,ARKANSAS,1624,27,0,1,6,0,0,3
Des Moines,Cities,IOWA,30926,26,1,1,6,0,0,4
Des Peres,Cities,MISSOURI,8611,26,0,2,6,0,0,3
Des Plaines,Cities,ILLINOIS,58726,24,0,4,6,0,1,4
Deschutes,Metropolitan Counties,OREGON,No Data,20,0,8,5,0,2,-1
Desert Hot Springs,Cities,CALIFORNIA,28573,26,0,2,6,0,0,4
Deshler,Cities,OHIO,1779,9,6,13,2,1,3,3
Desloge,Cities,MISSOURI,4916,27,0,1,6,0,0,3
Desoto,Cities,Texas,51703,8,0,20,2,0,5,4
Detroit,Cities,MICHIGAN,669673,6,0,22,1,0,5,5
Detroit Lakes,Cities,Minnesota,9075,14,1,13,3,0,3,3
Deuel,Nonmetropolitan Counties,NEBRASKA,No Data,27,0,1,6,0,0,-1
Devils Lake,Cities,NORTH DAKOTA,7394,18,0,10,4,0,2,3
Devils lake,Cities,North Dakota,7326,2,1,25,0,0,6,3
Devine,Cities,TEXAS,4775,27,0,1,6,0,0,3
Dewar,Cities,OKLAHOMA,866,26,1,1,6,0,0,2
Dewey,Cities,OKLAHOMA,No Data,24,3,1,6,0,0,-1
Dewey Beach,Cities,DELAWARE,378,27,0,1,6,0,0,2
Dewitt,Cities,MICHIGAN,4684,25,2,1,6,0,0,3
Dewitt Town,Cities,NEW YORK,25616,23,2,3,5,0,0,4
Dewitt Township,Cities,MICHIGAN,14686,12,2,14,3,0,3,4
Dexter,Cities,MAINE,8014,22,5,1,5,1,0,3
Dexter Village,Cities,NEW YORK,1093,17,2,9,4,0,2,3
Diamond,Cities,MISSOURI,930,27,0,1,6,0,0,2
Diamond Bar,Cities,CALIFORNIA,57162,23,0,5,5,0,1,4
Diamond City,Cities,ARKANSAS,781,4,3,21,1,0,5,2
Diamondville,Cities,WYOMING,738,23,0,5,5,0,1,2
Diaz,Cities,ARKANSAS,1235,27,0,1,6,0,0,3
Dibble,Cities,OKLAHOMA,830,24,3,1,6,0,0,2
Diboll,Cities,TEXAS,5399,27,0,1,6,0,0,3
Dickens,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Dickenson,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Dickey,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Dickinson,Cities,NORTH DAKOTA,20131,27,0,1,6,0,0,4
Dickson,Cities,TENNESSEE,15501,27,0,1,6,0,0,4
Dickson City,Cities,PENNSYLVANIA,5839,16,7,5,4,1,1,3
Dierks,Cities,Arkansas,1084,14,5,9,3,1,2,3
Dighton,Cities,MASSACHUSETTS,7430,13,2,13,3,0,2,3
Dillard,Cities,GEORGIA,332,24,3,1,6,0,0,2
Dilley,Cities,TEXAS,4290,27,0,1,6,0,0,3
Dillingham,Cities,Alaska,2419,19,0,9,4,0,2,3
Dillon,Nonmetropolitan Counties,SOUTH CAROLINA,6468,27,0,1,6,0,0,3
Dillonvale,Cities,OHIO,633,15,8,5,3,2,1,2
Dilworth,Cities,MINNESOTA,4437,24,3,1,6,0,0,3
Dimmit,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Dimmitt,Cities,TEXAS,4153,27,0,1,6,0,0,3
Dinuba,Cities,CALIFORNIA,24156,27,0,1,6,0,0,4
Dinwiddie,Metropolitan Counties,VIRGINIA,No Data,23,1,4,5,0,1,-1
District Heights,Cities,MARYLAND,6204,27,0,1,6,0,0,3
Divernon,Cities,ILLINOIS,1153,25,2,1,6,0,0,3
Divide,Nonmetropolitan Counties,North Dakota,No Data,19,0,9,4,0,2,-1
Dixfield,Cities,MAINE,2462,27,0,1,6,0,0,3
Dixie,Nonmetropolitan Counties,FLORIDA,No Data,20,0,8,5,0,2,-1
Dixmoor,Cities,ILLINOIS,3591,15,1,12,3,0,3,3
Dixon,Cities,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Dobbs Ferry Village,Cities,NEW YORK,11180,23,0,5,5,0,1,4
Dobson,Cities,NORTH CAROLINA,1570,27,0,1,6,0,0,3
Doddridge,Nonmetropolitan Counties,West Virginia,No Data,3,0,25,0,0,6,-1
Dodge,Nonmetropolitan Counties,GEORGIA,No Data,27,0,1,6,0,0,-1
Dodge City,Cities,KANSAS,27997,19,0,9,4,0,2,4
Dodgeville,Cities,WISCONSIN,4645,27,0,1,6,0,0,3
Doerun,Cities,Georgia,772,17,2,9,4,0,2,2
Dolgeville Village,Cities,NEW YORK,2119,24,3,1,6,0,0,3
Dolores,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Dolton,Cities,Illinois,23374,14,2,12,3,0,3,4
Donalsonville,Cities,GEORGIA,2680,26,1,1,6,0,3,3
Donegal Township,Cities,PENNSYLVANIA,2436,20,4,4,5,1,3,3
Doniphan,Metropolitan Counties,KANSAS,1990,27,0,1,6,0,0,3
Donley,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Donna,Cities,TEXAS,16672,27,0,1,6,0,0,4
Donnellson,Cities,Illinois,211,4,0,24,1,0,6,2
Donora,Cities,PENNSYLVANIA,4641,21,6,1,5,1,0,3
