state,agencyType,agencyName,quarter01,quarter02,quarter03,quarter04,population,,,,
New Hampshire,Cities,Ossipee,0,0,0,0,"4,296",,,,
New Hampshire,Cities,Pembroke,0,0,0,0,"7,126",,,,
New Hampshire,Cities,Peterborough,0,0,0,0,"6,383",,,,
New Hampshire,Cities,Plymouth,0,0,0,0,"7,041",,,,
New Hampshire,Cities,Portsmouth,0,0,0,0,"21,453",,,,
New Hampshire,Cities,Raymond,0,0,0,0,"10,256",,,,
New Hampshire,Cities,Rindge,0,0,0,0,"5,998",,,,
New Hampshire,Cities,Rochester,0,0,0,0,"29,849",,,,
New Hampshire,Cities,Rollinsford,0,0,0,0,"2,517",,,,
New Hampshire,Cities,Rye,0,0,0,0,"5,297",,,,
New Hampshire,Cities,Salem,0,0,0,0,"28,882",,,,
New Hampshire,Cities,Sanbornton,0,0,0,0,"2,970",,,,
New Hampshire,Cities,Sandown,0,0,0,0,"6,183",,,,
New Hampshire,Cities,Sandwich,0,0,0,0,"1,316",,,,
New Hampshire,Cities,Seabrook,0,0,0,0,"8,805",,,,
New Hampshire,Cities,Somersworth,0,0,0,0,"11,751",,,,
New Hampshire,Cities,South Hampton,0,0,0,0,818,,,,
New Hampshire,Cities,Strafford,0,0,0,0,"4,021",,,,
New Hampshire,Cities,Stratham,0,0,0,0,"7,337",,,,
New Hampshire,Cities,Sugar Hill,0,0,0,0,564,,,,
New Hampshire,Cities,Sunapee,0,0,0,0,"3,330",,,,
New Hampshire,Cities,Thornton,0,0,0,0,"2,482",,,,
New Hampshire,Cities,Tilton,0,0,0,0,"3,623",,,,
New Hampshire,Cities,Troy,0,0,0,0,"2,139",,,,
New Hampshire,Cities,Wakefield,0,0,0,0,"5,018",,,,
New Hampshire,Cities,Warner,0,0,0,0,"2,843",,,,
New Hampshire,Cities,Washington,0,0,0,0,"1,109",,,,
New Hampshire,Cities,Waterville Valley,0,0,0,0,246,,,,
New Hampshire,Cities,Weare,0,0,0,0,"8,901",,,,
New Hampshire,Cities,Webster,0,0,0,0,"1,877",,,,
New Hampshire,Cities,Wilton,0,0,0,0,"3,670",,,,
New Hampshire,Cities,Winchester,0,0,0,0,"4,302",,,,
New Hampshire,Cities,Wolfeboro,0,0,0,0,"6,236",,,,
New Hampshire,Cities,Woodstock,0,0,0,0,"1,354",,,,
New Jersey,Cities,Absecon,0,0,0,0,"8,380",,,,
New Jersey,Cities,Allendale,0,0,0,0,"6,712",,,,
New Jersey,Cities,Allentown,0,0,0,0,"1,812",,,,
New Jersey,Cities,Alpha,0,0,0,0,"2,314",,,,
New Jersey,Cities,Alpine,0,0,0,0,"1,958",,,,
New Jersey,Cities,Andover Township,0,0,0,0,"6,273",,,,
New Jersey,Cities,Atlantic City,0,0,0,0,"39,482",,,,
New Jersey,Cities,Atlantic Highlands,0,0,0,0,"4,352",,,,
New Jersey,Cities,Audubon,0,0,0,0,"8,788",,,,
New Jersey,Cities,Audubon Park,0,0,0,0,"1,020",,,,
New Jersey,Cities,Avalon,0,0,0,0,"1,309",,,,
New Jersey,Cities,Avon-by-the-Sea,0,0,0,0,"1,916",,,,
New Jersey,Cities,Barnegat Light,0,0,0,0,578,,,,
New Jersey,Cities,Barnegat Township,0,0,0,0,"21,544",,,,
New Jersey,Cities,Barrington,0,0,0,0,"6,880",,,,
New Jersey,Cities,Bay Head,0,0,0,0,987,,,,
New Jersey,Cities,Bayonne,0,0,0,0,"64,950",,,,
New Jersey,Cities,Beach Haven,0,0,0,0,"1,178",,,,
New Jersey,Cities,Beachwood,0,0,0,0,"11,110",,,,
New Jersey,Cities,Bellmawr,0,0,0,0,"11,554",,,,
New Jersey,Cities,Belmar,0,0,0,0,"5,735",,,,
New Jersey,Cities,Belvidere,0,0,0,0,"2,619",,,,
New Jersey,Cities,Bergenfield,0,0,0,0,"27,125",,,,
New Jersey,Cities,Berkeley Heights Township,0,0,0,0,"13,452",,,,
New Jersey,Cities,Berkeley Township,0,0,0,0,"41,555",,,,
New Jersey,Cities,Berlin,0,0,0,0,"7,623",,,,
New Jersey,Cities,Berlin Township,0,0,0,0,"5,449",,,,
New Jersey,Cities,Bernards Township,0,0,0,0,"26,880",,,,
New Jersey,Cities,Bernardsville,0,0,0,0,"7,764",,,,
New Jersey,Cities,Beverly,0,0,0,0,"2,571",,,,
New Jersey,Cities,Blairstown Township,0,0,0,0,"5,839",,,,
New Jersey,Cities,Bloomfield,0,0,0,0,"47,710",,,,
New Jersey,Cities,Bloomingdale,0,0,0,0,"7,706",,,,
New Jersey,Cities,Bogota,0,0,0,0,"8,294",,,,
New Jersey,Cities,Boonton,0,0,0,0,"8,501",,,,
New Jersey,Cities,Boonton Township,0,0,0,0,"4,442",,,,
New Jersey,Cities,Bordentown,0,0,0,0,"3,913",,,,
New Jersey,Cities,Bordentown Township,0,0,0,0,"11,357",,,,
New Jersey,Cities,Bound Brook,0,0,0,0,"10,791",,,,
New Jersey,Cities,Bradley Beach,0,0,0,0,"4,298",,,,
New Jersey,Cities,Branchburg Township,0,0,0,0,"14,551",,,,
New Jersey,Cities,Bridgeton,0,0,0,0,"25,280",,,,
New Jersey,Cities,Bridgewater Township,0,0,0,0,"45,009",,,,
New Jersey,Cities,Brielle,0,0,0,0,"4,785",,,,
New Jersey,Cities,Brigantine,0,0,0,0,"9,411",,,,
New Jersey,Cities,Brooklawn,0,0,0,0,"1,948",,,,
New Jersey,Cities,Buena,0,0,0,0,"4,554",,,,
New Jersey,Cities,Butler,0,0,0,0,"7,611",,,,
New Jersey,Cities,Byram Township,0,0,0,0,"8,154",,,,
New Jersey,Cities,Cape May,0,0,0,0,"3,559",,,,
New Jersey,Cities,Cape May Point,0,0,0,0,286,,,,
New Jersey,Cities,Carlstadt,0,0,0,0,"6,388",,,,
New Jersey,Cities,Carney's Point Township,0,0,0,0,"8,029",,,,
New Jersey,Cities,Carteret,0,0,0,0,"24,484",,,,
New Jersey,Cities,Cedar Grove Township,0,0,0,0,"12,648",,,,
New Jersey,Cities,Chatham,0,0,0,0,"9,105",,,,
New Jersey,Cities,Chatham Township,0,0,0,0,"10,681",,,,
New Jersey,Cities,Cherry Hill Township,0,0,0,0,"71,145",,,,
New Jersey,Cities,Chesilhurst,0,0,0,0,"1,648",,,,
New Jersey,Cities,Chester,0,0,0,0,"1,902",,,,
New Jersey,Cities,Chesterfield Township,0,0,0,0,"7,518",,,,
New Jersey,Cities,Chester Township,0,0,0,0,"7,940",,,,
New Jersey,Cities,Clayton,0,0,0,0,"8,188",,,,
New Jersey,Cities,Clementon,0,0,0,0,"5,013",,,,
New Jersey,Cities,Cliffside Park,0,0,0,0,"23,991",,,,
New Jersey,Cities,Clifton,0,0,0,0,"85,022",,,,
New Jersey,Cities,Clinton,0,0,0,0,"2,654",,,,
New Jersey,Cities,Clinton Township,0,0,0,0,"13,010",,,,
New Jersey,Cities,Collingswood,0,0,0,0,"13,875",,,,
New Jersey,Cities,Cranbury Township,0,0,0,0,"3,900",,,,
New Jersey,Cities,Cresskill,0,0,0,0,"8,690",,,,
New Jersey,Cities,Deal,0,0,0,0,744,,,,
New Jersey,Cities,Delanco Township,0,0,0,0,"4,737",,,,
New Jersey,Cities,Delaware Township,0,0,0,0,"4,476",,,,
New Jersey,Cities,Demarest,0,0,0,0,"5,001",,,,
New Jersey,Cities,Denville Township,0,0,0,0,"16,829",,,,
New Jersey,Cities,Deptford Township,0,0,0,0,"30,492",,,,
New Jersey,Cities,Dover,0,0,0,0,"18,352",,,,
New Jersey,Cities,Dumont,0,0,0,0,"17,718",,,,
New Jersey,Cities,Dunellen,0,0,0,0,"7,461",,,,
New Jersey,Cities,East Greenwich Township,0,0,0,0,"10,218",,,,
New Jersey,Cities,East Newark,0,0,0,0,"2,456",,,,
New Jersey,Cities,East Rutherford,0,0,0,0,"9,010",,,,
New Jersey,Cities,Eatontown,0,0,0,0,"12,405",,,,
New Jersey,Cities,Edgewater,0,0,0,0,"12,143",,,,
New Jersey,Cities,Edgewater Park Township,0,0,0,0,"8,860",,,,
New Jersey,Cities,Edison Township,0,0,0,0,"101,316",,,,
New Jersey,Cities,Egg Harbor City,0,0,0,0,"4,316",,,,
New Jersey,Cities,Elizabeth,0,0,0,0,"127,067",,,,
New Jersey,Cities,Elk Township,0,0,0,0,"4,254",,,,
New Jersey,Cities,Elmer,0,0,0,0,"1,381",,,,
New Jersey,Cities,Elsinboro Township,0,0,0,0,"1,022",,,,
New Jersey,Cities,Emerson,0,0,0,0,"7,814",,,,
New Jersey,Cities,Englewood,0,0,0,0,"27,782",,,,
New Jersey,Cities,Englewood Cliffs,0,0,0,0,"5,358",,,,
New Jersey,Cities,Englishtown,0,0,0,0,"1,929",,,,
New Jersey,Cities,Essex Fells,0,0,0,0,"2,210",,,,
New Jersey,Cities,Fairfield Township: Essex County,0,0,0,0,"7,517",,,,
New Jersey,Cities,Fair Haven,0,0,0,0,"6,075",,,,
New Jersey,Cities,Fair Lawn,0,0,0,0,"33,015",,,,
New Jersey,Cities,Far Hills,0,0,0,0,924,,,,
New Jersey,Cities,Flemington,0,0,0,0,"4,653",,,,
New Jersey,Cities,Florence Township,0,0,0,0,"12,397",,,,
New Jersey,Cities,Florham Park,0,0,0,0,"11,913",,,,
New Jersey,Cities,Franklin,0,0,0,0,"4,915",,,,
New Jersey,Cities,Franklin Township: Hunterdon County,0,0,0,0,"3,106",,,,
New Jersey,Cities,Franklin Township: Somerset County,0,0,0,0,"63,829",,,,
New Jersey,Cities,Freehold,0,0,0,0,"12,108",,,,
New Jersey,Cities,Frenchtown,0,0,0,0,"1,347",,,,
New Jersey,Cities,Garfield,0,0,0,0,"31,035",,,,
New Jersey,Cities,Garwood,0,0,0,0,"4,621",,,,
New Jersey,Cities,Gibbsboro,0,0,0,0,"2,262",,,,
New Jersey,Cities,Glen Rock,0,0,0,0,"11,877",,,,
New Jersey,Cities,Gloucester City,0,0,0,0,"11,453",,,,
New Jersey,Cities,Greenwich Township: Gloucester County,0,0,0,0,"4,901",,,,
New Jersey,Cities,Guttenberg,0,0,0,0,"11,431",,,,
New Jersey,Cities,Hackensack,0,0,0,0,"44,180",,,,
New Jersey,Cities,Hackettstown,0,0,0,0,"9,779",,,,
New Jersey,Cities,Haddon Heights,0,0,0,0,"7,665",,,,
New Jersey,Cities,Haledon,0,0,0,0,"8,627",,,,
New Jersey,Cities,Hamburg,0,0,0,0,"3,186",,,,
New Jersey,Cities,Hamilton Township: Atlantic County,0,0,0,0,"26,788",,,,
New Jersey,Cities,Hamilton Township: Mercer County,0,0,0,0,"88,993",,,,
New Jersey,Cities,Hammonton,0,0,0,0,"14,737",,,,
New Jersey,Cities,Hanover Township,0,0,0,0,"13,951",,,,
New Jersey,Cities,Harding Township,0,0,0,0,"3,892",,,,
New Jersey,Cities,Harrington Park,0,0,0,0,"4,859",,,,
New Jersey,Cities,Harvey Cedars,0,0,0,0,344,,,,
New Jersey,Cities,Hasbrouck Heights,0,0,0,0,"11,983",,,,
New Jersey,Cities,Haworth,0,0,0,0,"3,413",,,,
New Jersey,Cities,Hawthorne,0,0,0,0,"18,945",,,,
New Jersey,Cities,Hazlet Township,0,0,0,0,"20,193",,,,
New Jersey,Cities,Helmetta,0,0,0,0,"2,199",,,,
New Jersey,Cities,High Bridge,0,0,0,0,"3,560",,,,
New Jersey,Cities,Highlands,0,0,0,0,"4,969",,,,
New Jersey,Cities,Hillsdale,0,0,0,0,"10,400",,,,
New Jersey,Cities,Hillside Township,0,0,0,0,"21,689",,,,
New Jersey,Cities,Hi-Nella,0,0,0,0,867,,,,
New Jersey,Cities,Ho-Ho-Kus,0,0,0,0,"4,166",,,,
New Jersey,Cities,Holland Township,0,0,0,0,"5,164",,,,
New Jersey,Cities,Hopatcong,0,0,0,0,"14,857",,,,
New Jersey,Cities,Hopewell,0,0,0,0,"1,923",,,,
New Jersey,Cities,Hopewell Township,0,0,0,0,"17,304",,,,
New Jersey,Cities,Independence Township,0,0,0,0,"5,604",,,,
New Jersey,Cities,Interlaken,0,0,0,0,821,,,,
New Jersey,Cities,Island Heights,0,0,0,0,"1,673",,,,
New Jersey,Cities,Jamesburg,0,0,0,0,"5,985",,,,
New Jersey,Cities,Jefferson Township,0,0,0,0,"21,516",,,,
New Jersey,Cities,Kearny,0,0,0,0,"41,677",,,,
New Jersey,Cities,Kenilworth,0,0,0,0,"8,069",,,,
New Jersey,Cities,Keyport,0,0,0,0,"7,228",,,,
New Jersey,Cities,Kinnelon,0,0,0,0,"10,452",,,,
New Jersey,Cities,Lake Como,0,0,0,0,"1,730",,,,
New Jersey,Cities,Lakehurst,0,0,0,0,"2,666",,,,
New Jersey,Cities,Lambertville,0,0,0,0,"3,815",,,,
New Jersey,Cities,Laurel Springs,0,0,0,0,"1,901",,,,
New Jersey,Cities,Lavallette,0,0,0,0,"1,877",,,,
New Jersey,Cities,Lawnside,0,0,0,0,"2,935",,,,
New Jersey,Cities,Lebanon Township,0,0,0,0,"6,439",,,,
New Jersey,Cities,Leonia,0,0,0,0,"9,055",,,,
New Jersey,Cities,Lincoln Park,0,0,0,0,"10,522",,,,
New Jersey,Cities,Linden,0,0,0,0,"41,041",,,,
New Jersey,Cities,Lindenwold,0,0,0,0,"17,863",,,,
New Jersey,Cities,Linwood,0,0,0,0,"7,089",,,,
New Jersey,Cities,Little Ferry,0,0,0,0,"10,774",,,,
New Jersey,Cities,Little Silver,0,0,0,0,"5,988",,,,
New Jersey,Cities,Loch Arbour,0,0,0,0,193,,,,
New Jersey,Cities,Lodi,0,0,0,0,"24,462",,,,
New Jersey,Cities,Long Branch,0,0,0,0,"30,602",,,,
New Jersey,Cities,Long Hill Township,0,0,0,0,"8,796",,,,
New Jersey,Cities,Longport,0,0,0,0,885,,,,
New Jersey,Cities,Lopatcong Township,0,0,0,0,"8,085",,,,
New Jersey,Cities,Lower Alloways Creek Township,0,0,0,0,"1,746",,,,
New Jersey,Cities,Lyndhurst Township,0,0,0,0,"21,477",,,,
New Jersey,Cities,Madison,0,0,0,0,"16,216",,,,
New Jersey,Cities,Magnolia,0,0,0,0,"4,363",,,,
New Jersey,Cities,Mansfield Township: Burlington County,0,0,0,0,"8,652",,,,
New Jersey,Cities,Mansfield Township: Warren County,0,0,0,0,"7,551",,,,
New Jersey,Cities,Mantoloking,0,0,0,0,297,,,,
New Jersey,Cities,Mantua Township,0,0,0,0,"15,097",,,,
New Jersey,Cities,Manville,0,0,0,0,"10,412",,,,
New Jersey,Cities,Maplewood Township,0,0,0,0,"24,230",,,,
New Jersey,Cities,Matawan,0,0,0,0,"8,745",,,,
New Jersey,Cities,Maywood,0,0,0,0,"9,613",,,,
New Jersey,Cities,Mendham Township,0,0,0,0,"5,908",,,,
New Jersey,Cities,Merchantville,0,0,0,0,"3,824",,,,
New Jersey,Cities,Metuchen,0,0,0,0,"13,748",,,,
New Jersey,Cities,Middle Township,0,0,0,0,"18,861",,,,
New Jersey,Cities,Midland Park,0,0,0,0,"7,268",,,,
New Jersey,Cities,Millburn Township,0,0,0,0,"20,177",,,,
New Jersey,Cities,Milltown,0,0,0,0,"6,972",,,,
New Jersey,Cities,Millville,0,0,0,0,"28,661",,,,
New Jersey,Cities,Mine Hill Township,0,0,0,0,"3,691",,,,
New Jersey,Cities,Monmouth Beach,0,0,0,0,"3,280",,,,
New Jersey,Cities,Monroe Township: Gloucester County,0,0,0,0,"36,798",,,,
New Jersey,Cities,Montvale,0,0,0,0,"8,004",,,,
New Jersey,Cities,Montville Township,0,0,0,0,"21,757",,,,
New Jersey,Cities,Moonachie,0,0,0,0,"2,747",,,,
New Jersey,Cities,Morris Plains,0,0,0,0,"5,773",,,,
New Jersey,Cities,Morristown,0,0,0,0,"18,552",,,,
New Jersey,Cities,Mountain Lakes,0,0,0,0,"4,311",,,,
New Jersey,Cities,Mountainside,0,0,0,0,"6,815",,,,
New Jersey,Cities,Mount Arlington,0,0,0,0,"5,324",,,,
New Jersey,Cities,Mount Ephraim,0,0,0,0,"4,678",,,,
New Jersey,Cities,Mount Holly Township,0,0,0,0,"9,316",,,,
New Jersey,Cities,Mullica Township,0,0,0,0,"6,202",,,,
New Jersey,Cities,National Park,0,0,0,0,"3,011",,,,
New Jersey,Cities,Neptune City,0,0,0,0,"4,830",,,,
New Jersey,Cities,Netcong,0,0,0,0,"3,279",,,,
New Jersey,Cities,Newfield,0,0,0,0,"1,538",,,,
New Jersey,Cities,New Hanover Township,0,0,0,0,"8,011",,,,
New Jersey,Cities,New Milford,0,0,0,0,"16,577",,,,
New Jersey,Cities,Newton,0,0,0,0,"7,812",,,,
New Jersey,Cities,North Arlington,0,0,0,0,"15,597",,,,
New Jersey,Cities,North Bergen Township,0,0,0,0,"62,436",,,,
New Jersey,Cities,North Caldwell,0,0,0,0,"6,403",,,,
New Jersey,Cities,Northfield,0,0,0,0,"8,647",,,,
New Jersey,Cities,North Haledon,0,0,0,0,"8,461",,,,
New Jersey,Cities,North Hanover Township,0,0,0,0,"7,738",,,,
New Jersey,Cities,North Plainfield,0,0,0,0,"22,030",,,,
New Jersey,Cities,Northvale,0,0,0,0,"4,919",,,,
New Jersey,Cities,North Wildwood,0,0,0,0,"3,973",,,,
New Jersey,Cities,Norwood,0,0,0,0,"5,855",,,,
New Jersey,Cities,Oaklyn,0,0,0,0,"4,023",,,,
New Jersey,Cities,Ocean City,0,0,0,0,"11,473",,,,
New Jersey,Cities,Ocean Gate,0,0,0,0,"2,027",,,,
New Jersey,Cities,Ocean Township: Monmouth County,0,0,0,0,"27,180",,,,
New Jersey,Cities,Ocean Township: Ocean County,0,0,0,0,"8,565",,,,
New Jersey,Cities,Ogdensburg,0,0,0,0,"2,365",,,,
New Jersey,Cities,Old Tappan,0,0,0,0,"5,882",,,,
New Jersey,Cities,Oradell,0,0,0,0,"8,126",,,,
New Jersey,Cities,Orange,0,0,0,0,"30,952",,,,
New Jersey,Cities,Oxford Township,0,0,0,0,"2,459",,,,
New Jersey,Cities,Palisades Park,0,0,0,0,"20,062",,,,
New Jersey,Cities,Park Ridge,0,0,0,0,"8,948",,,,
New Jersey,Cities,Paterson,0,0,0,0,"145,082",,,,
New Jersey,Cities,Peapack and Gladstone,0,0,0,0,"2,570",,,,
New Jersey,Cities,Pemberton,0,0,0,0,"1,392",,,,
New Jersey,Cities,Pennington,0,0,0,0,"2,585",,,,
New Jersey,Cities,Penns Grove,0,0,0,0,"5,075",,,,
New Jersey,Cities,Pennsville Township,0,0,0,0,"13,183",,,,
New Jersey,Cities,Perth Amboy,0,0,0,0,"52,093",,,,
New Jersey,Cities,Pine Beach,0,0,0,0,"2,138",,,,
New Jersey,Cities,Pine Valley,0,0,0,0,12,,,,
New Jersey,Cities,Plainfield,0,0,0,0,"50,433",,,,
New Jersey,Cities,Pleasantville,0,0,0,0,"20,909",,,,
New Jersey,Cities,Plumsted Township,0,0,0,0,"8,544",,,,
New Jersey,Cities,Pohatcong Township,0,0,0,0,"3,291",,,,
New Jersey,Cities,Point Pleasant Beach,0,0,0,0,"4,678",,,,
New Jersey,Cities,Pompton Lakes,0,0,0,0,"11,163",,,,
New Jersey,Cities,Princeton,0,0,0,0,"28,688",,,,
New Jersey,Cities,Prospect Park,0,0,0,0,"5,903",,,,
New Jersey,Cities,Rahway,0,0,0,0,"27,930",,,,
New Jersey,Cities,Ramsey,0,0,0,0,"14,826",,,,
New Jersey,Cities,Raritan Township,0,0,0,0,"21,849",,,,
New Jersey,Cities,Red Bank,0,0,0,0,"12,174",,,,
New Jersey,Cities,Ridgefield,0,0,0,0,"11,340",,,,
New Jersey,Cities,Ridgefield Park,0,0,0,0,"12,923",,,,
New Jersey,Cities,Ridgewood,0,0,0,0,"25,315",,,,
New Jersey,Cities,Ringwood,0,0,0,0,"12,383",,,,
New Jersey,Cities,Riverdale,0,0,0,0,"4,025",,,,
New Jersey,Cities,River Edge,0,0,0,0,"11,517",,,,
New Jersey,Cities,Riverside Township,0,0,0,0,"8,063",,,,
New Jersey,Cities,Riverton,0,0,0,0,"2,798",,,,
New Jersey,Cities,River Vale Township,0,0,0,0,"9,885",,,,
New Jersey,Cities,Rochelle Park Township,0,0,0,0,"5,597",,,,
New Jersey,Cities,Rockaway,0,0,0,0,"6,500",,,,
New Jersey,Cities,Rockaway Township,0,0,0,0,"24,444",,,,
New Jersey,Cities,Rockleigh,0,0,0,0,531,,,,
New Jersey,Cities,Roseland,0,0,0,0,"5,912",,,,
New Jersey,Cities,Roselle,0,0,0,0,"21,388",,,,
New Jersey,Cities,Roselle Park,0,0,0,0,"13,593",,,,
New Jersey,Cities,Roxbury Township,0,0,0,0,"23,599",,,,
New Jersey,Cities,Rumson,0,0,0,0,"7,021",,,,
New Jersey,Cities,Rutherford,0,0,0,0,"18,291",,,,
New Jersey,Cities,Saddle Brook Township,0,0,0,0,"14,152",,,,
New Jersey,Cities,Saddle River,0,0,0,0,"3,190",,,,
New Jersey,Cities,Sayreville,0,0,0,0,"44,174",,,,
New Jersey,Cities,Scotch Plains Township,0,0,0,0,"23,914",,,,
New Jersey,Cities,Sea Bright,0,0,0,0,"1,381",,,,
New Jersey,Cities,Sea Girt,0,0,0,0,"1,796",,,,
New Jersey,Cities,Sea Isle City,0,0,0,0,"2,093",,,,
New Jersey,Cities,Seaside Heights,0,0,0,0,"2,892",,,,
New Jersey,Cities,Seaside Park,0,0,0,0,"1,589",,,,
New Jersey,Cities,Ship Bottom,0,0,0,0,"1,159",,,,
New Jersey,Cities,Somerdale,0,0,0,0,"5,276",,,,
New Jersey,Cities,Somers Point,0,0,0,0,"10,806",,,,
New Jersey,Cities,South Amboy,0,0,0,0,"8,753",,,,
New Jersey,Cities,South Bound Brook,0,0,0,0,"4,889",,,,
New Jersey,Cities,South Hackensack Township,0,0,0,0,"2,444",,,,
New Jersey,Cities,South Harrison Township,0,0,0,0,"3,202",,,,
New Jersey,Cities,South River,0,0,0,0,"16,198",,,,
New Jersey,Cities,South Toms River,0,0,0,0,"3,698",,,,
New Jersey,Cities,Sparta Township,0,0,0,0,"19,494",,,,
New Jersey,Cities,Springfield,0,0,0,0,"17,238",,,,
New Jersey,Cities,Springfield Township,0,0,0,0,"3,414",,,,
New Jersey,Cities,Spring Lake,0,0,0,0,"2,992",,,,
New Jersey,Cities,Spring Lake Heights,0,0,0,0,"4,680",,,,
New Jersey,Cities,Stafford Township,0,0,0,0,"27,063",,,,
New Jersey,Cities,Stanhope,0,0,0,0,"3,529",,,,
New Jersey,Cities,Stone Harbor,0,0,0,0,850,,,,
New Jersey,Cities,Stratford,0,0,0,0,"6,982",,,,
New Jersey,Cities,Summit,0,0,0,0,"21,973",,,,
New Jersey,Cities,Surf City,0,0,0,0,"1,207",,,,
New Jersey,Cities,Swedesboro,0,0,0,0,"2,911",,,,
New Jersey,Cities,Tavistock,0,0,0,0,5,,,,
New Jersey,Cities,Teaneck Township,0,0,0,0,"40,245",,,,
New Jersey,Cities,Tenafly,0,0,0,0,"14,696",,,,
New Jersey,Cities,Teterboro,0,0,0,0,70,,,,
New Jersey,Cities,Tewksbury Township,0,0,0,0,"5,854",,,,
New Jersey,Cities,Tinton Falls,0,0,0,0,"17,849",,,,
New Jersey,Cities,Tuckerton,0,0,0,0,"3,369",,,,
New Jersey,Cities,Union Township,0,0,0,0,"57,335",,,,
New Jersey,Cities,Upper Saddle River,0,0,0,0,"8,321",,,,
New Jersey,Cities,Ventnor City,0,0,,0,"10,604",,,,
New Jersey,Cities,Vernon Township,0,0,0,0,"23,443",,,,
New Jersey,Cities,Waldwick,0,0,0,0,"9,936",,,,
New Jersey,Cities,Wallington,0,0,0,0,"11,683",,,,
New Jersey,Cities,Wall Township,0,0,0,0,"26,051",,,,
New Jersey,Cities,Wanaque,0,0,0,0,"11,173",,,,
New Jersey,Cities,Warren Township,0,0,0,0,"15,841",,,,
New Jersey,Cities,Washington Township: Bergen County,0,0,0,0,"9,271",,,,
New Jersey,Cities,Washington Township: Morris County,0,0,0,0,"18,782",,,,
New Jersey,Cities,Waterford Township,0,0,0,0,"10,747",,,,
New Jersey,Cities,Wayne Township,0,0,0,0,"54,917",,,,
New Jersey,Cities,Wenonah,0,0,0,0,"2,263",,,,
New Jersey,Cities,Westampton Township,0,0,0,0,"8,796",,,,
New Jersey,Cities,West Amwell Township,0,0,0,0,"3,763",,,,
New Jersey,Cities,West Cape May,0,0,0,0,"1,022",,,,
New Jersey,Cities,Westfield,0,0,0,0,"30,770",,,,
New Jersey,Cities,West New York,0,0,0,0,"52,102",,,,
New Jersey,Cities,West Orange,0,0,0,0,"46,794",,,,
New Jersey,Cities,Westville,0,0,0,0,"4,247",,,,
New Jersey,Cities,West Wildwood,0,0,0,0,589,,,,
New Jersey,Cities,West Windsor Township,0,0,0,0,"28,557",,,,
New Jersey,Cities,Westwood,0,0,0,0,"11,056",,,,
New Jersey,Cities,Wharton,0,0,0,0,"6,593",,,,
New Jersey,Cities,Wildwood,0,0,0,0,"5,228",,,,
New Jersey,Cities,Wildwood Crest,0,0,0,0,"3,222",,,,
New Jersey,Cities,Willingboro Township,0,0,0,0,"31,914",,,,
New Jersey,Cities,Winfield Township,0,0,0,0,"1,489",,,,
New Jersey,Cities,Winslow Township,0,0,0,0,"39,212",,,,
New Jersey,Cities,Woodcliff Lake,0,0,0,0,"5,864",,,,
New Jersey,Cities,Woodland Park,0,0,0,0,"12,636",,,,
New Jersey,Cities,Woodlynne,0,0,0,0,"2,967",,,,
New Jersey,Cities,Wood-Ridge,0,0,0,0,"8,632",,,,
New Jersey,Cities,Woodstown,0,0,0,0,"3,519",,,,
New Jersey,Cities,Wyckoff Township,0,0,0,0,"16,949",,,,
New Mexico,Cities,Alamogordo,0,0,0,0,"31,788",,,,
New Mexico,Cities,Anthony,0,0,0,0,"9,544",,,,
New Mexico,Cities,Artesia,0,,,,"11,376",,,,
New Mexico,Cities,Bayard,0,,,,"2,315",,,,
New Mexico,Cities,Carlsbad,0,,,,"26,877",,,,
New Mexico,Cities,Clayton,0,,,,"2,889",,,,
New Mexico,Cities,Corrales,0,0,0,0,"8,484",,,,
New Mexico,Cities,Espanola,,0,,,"10,235",,,,
New Mexico,Cities,Gallup,,,0,0,"22,192",,,,
New Mexico,Cities,Grants,0,0,0,0,"9,233",,,,
New Mexico,Cities,Jal,,0,0,0,"2,114",,,,
New Mexico,Cities,Los Alamos,0,,,0,"18,142",,,,
New Mexico,Cities,Lovington,0,0,,,"11,370",,,,
New Mexico,Cities,Raton,0,0,0,,"6,521",,,,
New Mexico,Cities,Santa Clara,0,0,0,0,"1,683",,,,
New York,Cities,Adams Village,0,0,0,0,"1,861",,,,
New York,Cities,Addison Town and Village,0,0,0,0,"2,577",,,,
New York,Cities,Afton Village,0,0,0,0,821,,,,
New York,Cities,Akron Village,0,0,0,0,"2,846",,,,
New York,Cities,Albion Village,0,0,0,0,"6,388",,,,
New York,Cities,Alexandria Bay Village,0,,0,,"1,128",,,,
New York,Cities,Alfred Village,0,0,0,0,"4,089",,,,
New York,Cities,Allegany Village,0,0,0,0,"1,781",,,,
New York,Cities,Altamont Village,0,0,0,0,"1,720",,,,
New York,Cities,Amity Town and Belmont Village,0,0,0,0,"2,242",,,,
New York,Cities,Amityville Village,0,0,0,0,"9,519",,,,
New York,Cities,Amsterdam,0,0,0,0,"18,182",,,,
New York,Cities,Angelica Village,0,0,0,0,849,,,,
New York,Cities,Arcade Village,0,0,0,0,"2,053",,,,
New York,Cities,Ardsley Village,0,0,0,0,"4,523",,,,
New York,Cities,Asharoken Village,0,0,0,0,658,,,,
New York,Cities,Athens Village,0,0,0,,"1,632",,,,
New York,Cities,Attica Village,0,0,0,0,"2,522",,,,
New York,Cities,Auburn,0,0,0,0,"27,270",,,,
New York,Cities,Avon Village,0,0,0,0,"3,333",,,,
