Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
,,,Henry County Police Department,5,0,0,,
,Idaho,Total,,,,,,
,,Cities,,,,,,
,,,Bellevue,1,0,0,0,2283
,,,Boise,6,4,5,3,211569
,,,Coeur d'Alene,1,4,0,0,45267
,,,Garden City,0,1,0,0,11293
,,,Grangeville,0,1,0,0,3198
,,,Jerome,0,0,0,2,11115
,,,Meridian,0,0,1,0,77270
,,,Nampa,0,1,0,2,83316
,,,Twin Falls,0,0,0,1,44866
,,Metropolitan Counties,,,,,,
,,,Kootenai,0,1,1,0,
,Illinois,Total,,,,,,
,,Cities,,,,,,
,,,Algonquin,0,1,0,0,30159
,,,Altamont,1,0,0,0,2323
,,,Aurora,0,1,0,0,199765
,,,Beardstown,1,0,0,0,6099
,,,Bellwood,0,0,0,1,19165
,,,Bloomington,0,0,0,1,77107
,,,Canton,1,0,0,0,14673
,,,Carpentersville,0,1,0,0,38080
,,,Centralia,0,0,1,,13027
,,,Chicago,3,3,4,4,2708382
,,,Crest Hill,0,1,0,0,20953
,,,Crystal Lake,0,1,0,1,40785
,,,Danville,1,0,0,0,32997
,,,Decatur,0,1,0,0,76131
,,,De Kalb,0,1,0,0,43722
,,,Des Plaines,0,0,1,0,58644
,,,Downers Grove,0,0,1,0,48185
,,,Evanston,0,1,0,0,74820
,,,Fairbury,0,0,1,0,3751
,,,Joliet,0,0,1,0,148471
,,,La Grange,2,0,0,0,15624
,,,Monmouth,1,0,0,0,9504
,,,Normal,0,2,0,0,52797
,,,North Riverside,0,0,1,0,6702
,,,Oak Forest,0,1,0,0,28097
,,,Olney,0,0,1,0,9125
,,,Peoria,0,0,0,1,115288
,,,Plainfield,0,0,1,0,39859
,,,Quincy,0,1,1,0,40684
,,,Rockford,1,3,2,0,152293
,,,Rolling Meadows,0,0,1,0,24216
,,,Skokie,0,2,0,1,65096
,,,Springfield,1,2,3,2,117131
,,,Summit,0,0,1,0,11109
,,,Tinley Park,0,0,1,0,56992
,,,Urbana,1,0,0,0,41537
,,,West Frankfort,1,0,0,0,8196
,,,Wheeling,0,1,0,0,37830
,,,Winnetka,0,0,1,0,12247
,,,Wood River,0,0,1,0,10630
,,Universities and Colleges,,,,,,
,,,"Black Hawk College, Kewannee4",0,0,1,0,
,,,Western Illinois University,1,1,0,0,12554
,,Metropolitan Counties,,,,,,
,,,Alexander,0,1,0,0,
,,,Du Page,0,0,2,0,
,,,Madison,0,1,0,0,
,,,Peoria,1,0,1,1,
,,,Sangamon,1,0,0,0,
,,,Will,0,0,0,1,
,,Nonmetropolitan Counties,,,,,,
,,,La Salle,0,0,1,0,
,Indiana,Total,,,,,,
,,Cities,,,,,,
,,,Bloomington,1,2,6,4,81636
,,,Franklin,1,,0,,24115
,,,Hammond,0,,1,0,81010
,,,Mishawaka,,,1,,48363
,,,Seymour,0,0,1,0,18340
,,Universities and Colleges,,,,,,
,,,"Indiana University, Southeast",0,7,1,0,7256
,,,Purdue University,4,1,4,2,40849
,,Metropolitan Counties,,,,,,
,,,Elkhart,0,1,0,0,
,Iowa,Total,,,,,,
,,Cities,,,,,,
,,,Bettendorf,0,1,0,0,33729
,,,Council Bluffs,1,0,1,0,62708
,,,Dubuque,1,0,0,0,58460
,,Universities and Colleges,,,,,,
,,,University of Iowa,4,0,0,0,29810
,Kansas,Total,,,,,,
,,Cities,,,,,,
,,,Basehor,1,0,0,0,4716
,,,Beloit,1,0,0,0,3808
,,,Columbus,1,0,0,0,3295
,,,Concordia,0,1,0,0,5329
,,,Derby,1,0,1,0,22393
,,,Dodge City,0,0,1,0,28064
,,,Emporia,0,1,0,0,25099
,,,Eudora,0,1,0,0,6249
,,,Fort Scott,0,0,0,1,8031
,,,Hays,1,0,0,0,20823
,,,Haysville,1,0,0,0,10939
,,,Hesston,0,1,0,0,3744
,,,Hutchinson,1,0,0,0,42357
,,,Independence,1,1,1,0,9380
,,,Lawrence,5,3,4,3,89180
,,,Leavenworth,0,0,1,0,35857
,,,Liberal,0,1,0,0,20968
,,,Lindsborg,1,0,0,0,3483
,,,Merriam,0,1,0,0,11237
,,,Newton,0,0,1,0,19328
,,,Parsons,0,0,1,0,10507
,,,Pittsburg,0,1,0,0,20380
,,,Pratt,0,1,0,0,6885
,,,Salina,0,0,1,3,48155
,,,Shawnee,1,1,1,0,63542
,,,Wichita,11,8,4,2,386409
,,Universities and Colleges,,,,,,
,,,Pittsburg State University,0,0,1,0,7275
,,,University of Kansas:,,,,,
,,,Main Campus,1,0,1,0,27939
,,,Medical Center4,0,0,1,0,
,,,Washburn University,0,0,0,1,7303
,,Metropolitan Counties,,,,,,
,,,Leavenworth,0,1,0,0,
,,,Miami,0,1,0,0,
,,,Riley County Police Department,0,0,0,1,
,,Nonmetropolitan Counties,,,,,,
,,,Rush,0,0,1,0,
,Kentucky,Total,,,,,,
,,Cities,,,,,,
,,,Anchorage,2,0,0,0,2372
,,,Barbourville,0,1,0,0,3178
,,,Bardstown,2,0,1,4,11869
,,,Bellevue,0,1,1,0,6011
,,,Berea,0,0,1,0,13798
,,,Bowling Green,1,2,3,3,59043
,,,Campbellsville,1,0,1,0,9209
,,,Covington,0,0,3,3,40914
,,,Danville,0,0,0,2,16314
,,,Elizabethtown,1,0,0,0,29118
,,,Eminence,1,1,0,0,2508
,,,Falmouth,0,0,0,1,2152
,,,Flemingsburg,0,0,0,1,2693
,,,Florence,0,1,1,0,30765
,,,Fort Thomas,0,1,0,0,16478
,,,Frankfort,1,1,0,0,25648
,,,Fulton,0,2,0,0,2428
,,,Georgetown,0,0,0,1,29765
,,,Graymoor-Devondale,0,1,0,0,2897
,,,Harrodsburg,1,0,0,1,8342
,,,Hopkinsville,3,2,1,0,31499
,,,Independence,0,0,1,0,24927
,,,Lancaster,0,0,0,1,3445
,,,Lexington,11,12,11,8,302332
,,,Louisa,0,0,1,0,2500
,,,Mayfield,0,0,1,0,10155
,,,Maysville,0,0,1,0,9117
,,,Middlesboro,1,0,0,0,10358
,,,Monticello,1,0,0,0,6240
,,,Morehead,0,0,1,0,6914
,,,Mount Sterling,1,0,0,0,6977
,,,Mount Washington,0,1,0,0,9237
,,,Murray,0,1,1,0,17938
,,,Newport,0,0,0,1,15412
,,,Nicholasville,2,0,0,0,28366
,,,Northfield,0,0,0,1,1030
,,,Owensboro,0,1,3,1,57751
,,,Paducah,1,0,2,0,25199
,,,Paris,1,0,0,0,8580
,,,Park Hills,0,0,1,0,2991
,,,Prestonsburg,1,0,0,0,3246
,,,Princeton,1,0,1,0,6339
,,,Radcliff,0,1,0,0,22148
,,,Richmond,0,1,0,0,31890
,,,Shelbyville,1,2,1,0,14425
,,,Shepherdsville,2,1,0,0,11372
,,,Shively,1,0,0,1,15422
,,,Somerset,0,1,1,0,11325
,,,Taylor Mill,0,0,1,0,6650
,,,Vanceburg,0,0,1,0,1530
,,,Versailles,0,0,0,1,8593
,,,West Buechel,,0,0,1,1242
,,,Winchester,0,1,2,1,18374
,,Universities and Colleges,,,,,,
,,,Eastern Kentucky University,1,0,0,0,16062
,,,Murray State University,1,0,0,1,10623
,,,University of Louisville,0,1,0,0,21152
,,Metropolitan Counties,,,,,,
,,,Boone,1,3,1,2,
,,,Boyd,0,0,1,0,
,,,Bullitt,0,0,1,2,
,,,Campbell County Police Department,0,1,1,0,
,,,Christian,0,0,1,0,
,,,Jessamine,0,0,1,0,
,,,Kenton County Police Department,1,0,0,0,
,,,Meade,0,0,1,0,
,,,Shelby,2,0,0,0,
,,,Spencer,0,0,1,0,
,,Nonmetropolitan Counties,,,,,,
,,,Ballard,0,0,1,0,
,,,Franklin,0,0,0,1,
,,,Hopkins,1,0,0,0,
,,,Knox,0,0,0,1,
