Year,State,Agency Type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,San Mateo,0,0,0,2,104306
,,,Santa Ana,2,3,5,0,337304
,,,Santa Barbara,0,1,0,0,91877
,,,Santa Clarita,2,1,0,1,211132
,,,Santa Cruz,2,1,1,2,64076
,,,Santa Monica,0,,2,0,93796
,,,Santa Rosa,1,0,0,1,175738
,,,Santee,0,0,1,0,57934
,,,Scotts Valley,0,0,1,0,11926
,,,Seaside,0,1,0,0,34459
,,,Selma,0,0,1,0,24532
,,,Simi Valley,1,1,1,2,127472
,,,Sonoma,0,1,1,0,11107
,,,Sonora,0,1,0,0,4779
,,,South Gate,0,0,0,2,96775
,,,Stockton,1,0,1,2,304890
,,,Temecula,0,0,1,0,111673
,,,Thousand Oaks,0,1,1,0,129976
,,,Torrance,0,1,0,0,149243
,,,Tracy,0,1,2,0,86477
,,,Turlock,1,1,1,3,71895
,,,Upland,0,0,1,0,76581
,,,Ventura,1,1,2,0,110077
,,,Victorville,1,1,0,0,123332
,,,Visalia,1,1,0,1,130405
,,,Vista,0,0,3,0,99097
,,,Walnut Creek,2,0,1,1,68530
,,,West Covina,2,0,0,0,109030
,,,West Hollywood,2,1,2,1,36256
,,,Westminster,0,1,1,0,92640
,,Universities and Colleges,,,,,,
,,,"California State Polytechnic University, San Luis Obispo",0,0,0,2,20186
,,,California State University:,,,,,
,,,Dominguez Hills,0,0,0,1,14687
,,,Fullerton,1,0,0,0,38128
,,,Northridge,0,0,1,0,40131
,,,San Jose,1,0,0,1,32713
,,,Humboldt State University,0,1,1,1,8485
,,,San Diego State University,0,0,1,1,33483
,,,University of California:,,,,,
,,,Berkeley,1,0,1,0,37565
,,,Davis,0,1,3,1,34508
,,,Los Angeles,3,1,2,1,41845
,,,Santa Cruz,1,0,0,0,17866
,,,Ventura County Community College District,0,0,1,0,33956
,,Metropolitan Counties,,,,,,
,,,Kern,0,2,1,1,
,,,Kings,0,0,0,1,
,,,Los Angeles,4,12,8,4,
,,,Marin,1,0,0,0,
,,,Orange,1,0,0,1,
,,,Placer,0,0,3,0,
,,,Riverside,0,2,0,1,
,,,Sacramento,2,2,3,1,
,,,San Bernardino,2,0,2,2,
,,,San Diego,4,4,3,4,
,,,San Joaquin,0,0,1,2,
,,,San Luis Obispo,1,0,1,0,
,,,San Mateo,0,0,1,2,
,,,Santa Clara,0,1,1,0,
,,,Sonoma,0,0,0,2,
,,,Stanislaus,1,0,0,0,
,,,Ventura,0,1,0,0,
,,Nonmetropolitan Counties,,,,,,
,,,Amador,0,2,0,0,
,,,Calaveras,0,0,0,1,
,,,Colusa,0,1,0,0,
,,,Del Norte,0,0,0,1,
,,,Lake,0,1,1,0,
,,,Mendocino,1,0,0,0,
,,,Nevada,0,0,2,0,
,,Other Agencies,,,,,,
,,,"East Bay Regional Parks, Alameda County",0,0,0,1,
,,,Los Angeles Transportation Services Bureau,7,7,2,1,
,,,Port of San Diego Harbor,0,0,0,1,
,,,San Francisco Bay Area Rapid Transit: ,,,,,
,,,Alameda County,1,2,0,0,
,,,Contra Costa County,1,0,1,0,
,,,San Francisco County,0,1,0,0,
,,,San Mateo County,1,0,0,1,
,Colorado,Total,,,,,,
,,Cities,,,,,,
,,,Arvada,1,0,1,0,115379
,,,Aspen,0,0,0,1,6841
,,,Aurora,0,2,2,2,360237
,,,Basalt,0,0,1,0,3937
,,,Boulder,1,0,0,0,106823
,,,Breckenridge,0,1,0,0,4804
,,,Castle Rock,0,0,1,0,57699
,,,Centennial,0,1,0,0,108846
,,,Colorado Springs,2,2,3,1,452410
,,,Craig,0,1,0,0,8698
,,,Denver,3,8,6,3,682418
,,,Durango,0,2,0,0,18095
,,,Englewood,0,0,1,0,33037
,,,Fort Collins,1,1,2,0,159629
,,,Glenwood Springs,0,1,0,1,9914
,,,Golden,1,0,0,0,20448
,,,Grand Junction,0,1,1,0,60508
,,,Greeley,0,0,1,0,99993
,,,Greenwood Village,1,1,0,1,15760
,,,La Junta,0,1,0,0,6926
,,,Littleton,0,1,0,0,45363
,,,Longmont,1,0,1,0,91222
,,,Loveland,0,0,1,1,74139
,,,Pueblo,3,2,0,4,108810
,,,Sterling,1,0,0,0,14574
,,,Trinidad,0,1,0,0,7995
,,,Walsenburg,0,1,1,0,2861
,,Universities and Colleges,,,,,,
,,,Auraria Higher Education Center2,1,0,0,0,
,,,University of Colorado:,,,,,
,,,Boulder,0,1,0,0,32432
,,,Colorado Springs,0,0,0,1,11761
,,Metropolitan Counties,,,,,,
,,,Adams,0,0,1,0,
,,,Arapahoe,1,1,3,4,
,,,Boulder,0,1,3,0,
,,,El Paso,0,1,0,0,
,,,Jefferson,0,1,0,0,
,,,Larimer,1,1,0,0,
,,,Mesa,0,1,0,0,
,,,Pueblo,0,1,0,0,
,,,Weld,0,0,2,0,
,,Nonmetropolitan Counties,,,,,,
,,,Garfield,0,2,0,0,
,,,La Plata,1,0,0,0,
,,,Pitkin,1,0,0,0,
,Connecticut,Total,,,,,,
,,Cities,,,,,,
,,,Bethel,0,0,0,1,19560
,,,Bloomfield,0,0,2,0,20901
,,,Bridgeport,1,3,1,1,148313
,,,Bristol,0,1,0,1,60593
,,,Cheshire,0,1,0,0,29245
,,,Danbury,1,1,1,1,84404
,,,Derby,0,0,1,0,12735
,,,Groton Town,0,1,0,0,30387
,,,Guilford,,,,2,22421
,,,Hartford3,,1,1,,124553
,,,Manchester,,1,,2,58070
,,,Meriden,,1,1,,60149
,,,Middletown,0,1,1,2,46894
,,,New Britain,,,1,,72788
,,,New Haven,1,4,2,1,130403
,,,Newington,,,,1,30714
,,,New London,0,0,0,1,27312
,,,New Milford,1,0,0,0,27317
,,,North Branford,1,0,0,0,14300
,,,North Haven,0,0,1,0,23865
,,,Norwalk,1,0,0,0,88692
,,,Old Saybrook,1,0,0,0,10213
,,,Plainfield,0,1,0,0,15071
,,,Redding,0,0,1,0,9344
,,,Simsbury,0,0,0,1,24093
,,,Southington,0,0,1,0,43979
,,,Stamford,2,1,2,5,129682
,,,Stonington,1,0,0,0,18505
,,,Stratford,1,0,1,0,53058
,,,Suffield,0,0,1,0,15823
,,,Torrington,0,1,0,3,34910
,,,Trumbull,0,0,1,2,36708
,,,Vernon,1,0,0,0,29079
,,,Wallingford,0,0,1,0,45054
,,,Waterford,0,0,0,2,19407
,,,West Hartford,1,0,0,0,63301
,,,West Haven,0,1,0,1,54741
,,,Westport,1,1,0,0,27848
,,,Winchester,2,0,0,1,10855
,,,Windsor,1,0,0,0,29063
,,Universities and Colleges,,,,,,
,,,Central Connecticut State University,1,0,1,0,12037
,,,"University of Connecticut, Storrs, Avery Point and Hartford2",0,0,1,0,
,,,Western Connecticut State University,1,0,0,1,5952
,,State Police Agencies,,,,,,
,,,Connecticut State Police,1,0,1,1,524558
,Delaware,Total,,,,,,
,,Cities,,,,,,
,,,Laurel,0,0,1,0,4051
,,,Milford,0,0,0,1,10331
,,,Milton,1,0,0,0,2805
,,,Wilmington,1,0,0,1,72078
,,Metropolitan Counties,,,,,,
,,,New Castle County Police Department,1,1,0,1,
,,State Police Agencies,,,,,,
,,,"State Police, Sussex County",0,2,0,0,
,,Other Agencies,,,,,,
,,,Park Rangers,0,1,0,0,
,District of Columbia,Total,,,,,,
,,Cities,,,,,,
,,,Washington,13,13,18,20,672228
,,Other Agencies,,,,,,
,,,Metro Transit Police,0,1,0,0,
,Florida,Total,,,,,,
,,Cities,,,,,,
,,,Clearwater,,2,,,111316
,,,Coral Springs,,,1,,129631
,,,Daytona Beach Shores,,,1,,4336
,,,Deland,,,1,,29773
,,,Fort Myers,,,1,,73218
,,,Gainesville,,,2,1,129410
,,,Melbourne,,1,,,79032
,,,Miami Beach,6,1,1,4,92641
,,,Miami Gardens,4,1,,1,113469
,,,New Port Richey,,1,,,15688
,,,North Miami,,1,,,62010
,,,North Palm Beach,,,,1,12597
,,,North Port,1,,,,61148
,,,Ocala,1,,,,57891
,,,Palm Bay,1,2,1,,106469
,,,Pembroke Pines,,,1,1,167266
,,,Port St. Lucie,,1,,,176364
,,,South Daytona,,,1,,12435
,,,Tallahassee,,1,,,189709
,,,Venice,,,1,,21980
,,,West Palm Beach,1,,,,104919
,,,Winter Garden,,,,1,39783
,,Universities and Colleges,,,,,,
,,,"University of South Florida, Tampa",1,,,,41938
,,Metropolitan Counties,,,,,,
,,,Charlotte,,,,1,
,,,Clay,,1,1,1,
,,,Collier,,1,1,,
,,,Escambia,1,,,1,
,,,Lake,,,1,,
,,,Orange,,1,,2,
,,,Osceola,,,,1,
,,,Pasco,,2,,,
,,,Pinellas,,,,1,
,,,Seminole,,1,,,
,,,St. Johns,,2,,,
,,,Volusia,1,2,2,1,
,,,Walton,,1,,,
,Georgia,Total,,,,,,
,,Cities,,,,,,
,,,Athens-Clarke County,1,0,0,0,120858
,,,Atlanta,0,4,0,0,464710
,,Universities and Colleges,,,,,,
,,,Georgia Institute of Technology,0,0,1,1,23109
,,,University of Georgia,2,1,0,0,35197
,,Metropolitan Counties,,,,,,
,,,Cobb County Police Department,5,8,13,4,
,,,Gwinnett County Police Department,0,0,1,0,
,,,Henry County Police Department,0,1,1,1,
,Idaho,Total,,,,,,
,,Cities,,,,,,
,,,Boise,1,1,2,1,218844
,,,Caldwell,1,0,0,0,51206
,,,Coeur d'Alene,1,0,0,0,48871
,,,Garden City,0,1,0,0,11533
,,,Grangeville,0,0,1,0,3139
,,,Kimberly,1,0,1,0,3570
,,,Nampa,1,0,0,0,89875
,,,Osburn,0,1,0,0,1493
,,,Pocatello,0,0,1,1,54286
,,,Post Falls,0,0,0,1,30461
,,,Rexburg,0,1,0,0,27499
,,,Shoshone,1,0,0,0,1500
,,,Spirit Lake,1,0,0,0,2067
,,,St. Maries,0,1,0,0,2334
,,,Twin Falls,0,0,0,2,47048
,,Metropolitan Counties,,,,,,
,,,Canyon,0,1,0,0,
,,,Kootenai,2,1,0,0,
,,Nonmetropolitan Counties,,,,,,
,,,Cassia,0,0,0,1,
,,,Elmore,0,7,0,0,
,Illinois,Total,,,,,,
,,Cities,,,,,,
,,,Addison,0,1,0,0,37370
,,,Aurora,1,0,0,0,201034
,,,Beecher,1,0,0,0,4483
,,,Belleville,0,0,1,0,42150
,,,Berwyn,0,0,2,0,56697
,,,Bloomington,0,1,0,0,79233
,,,Centralia,0,0,1,0,12669
,,,Champaign,0,1,0,0,85362
,,,Chicago,6,10,14,8,2728695
,,,Chicago Ridge,1,0,0,0,14463
,,,Danville,0,1,0,0,32056
,,,De Kalb,1,0,1,0,44046
,,,Des Plaines,0,0,1,0,59078
,,,Elgin,0,1,0,,111832
,,,Evanston,1,0,0,0,75930
,,,Geneseo,0,1,0,0,6517
,,,Glenview,0,1,0,0,47292
,,,Grayslake,1,0,0,0,21048
,,,Lombard,0,0,0,1,44008
,,,Macomb,0,1,0,0,18859
,,,Marissa,0,0,1,0,1859
,,,Monmouth,0,0,1,1,9548
,,,Moweaqua,1,0,0,0,1764
,,,Normal,1,0,1,1,55096
,,,North Chicago,0,0,1,2,29898
,,,North Riverside,0,1,0,0,6703
,,,Oak Forest,0,1,0,0,28222
,,,Orland Park,0,0,1,0,59161
,,,Rantoul,0,1,0,0,13138
,,,Rockford,1,0,1,0,148178
,,,Rolling Meadows,1,0,0,0,24321
,,,Round Lake Park,0,1,0,0,7350
,,,Schaumburg,1,0,0,0,75050
,,,Silvis,0,1,0,0,7529
,,,Skokie,0,0,0,1,65184
,,,Springfield,2,0,0,0,116875
,,,Tuscola,0,1,0,0,4458
,,,Urbana,2,0,0,0,42169
,,,Wheeling,0,0,1,0,38092
,,Universities and Colleges,,,,,,
,,,Northern Illinois University,0,0,0,1,20611
,,Metropolitan Counties,,,,,,
,,,Champaign,0,1,0,0,
,,,DuPage,0,1,0,0,
,,,Sangamon,0,0,1,0,
,Indiana,Total,,,,,,
,,Cities,,,,,,
,,,Bloomington3,2,1,6,1,84015
,,,Fort Wayne,0,0,1,0,259712
,,,Hammond,0,2,0,0,77803
,,,Indianapolis,7,5,6,8,863675
,,,Muncie,1,1,0,1,70217
,,,Plainfield,0,0,0,1,31123
,,,Shelbyville,0,1,0,0,19176
,,,South Bend,2,3,,1,101240
,,Universities and Colleges,,,,,,
,,,Indiana University:,,,,,
,,,Bloomington3,,,2,,46416
,,,Indianapolis,,,,1,30690
,,Metropolitan Counties,,,,,,
,,,Clark3,,,1,,
,,,Morgan3,,,,1,
,,State Police Agencies,,,,,,
,,,State Police:,,,,,
,,,Decatur County,1,0,0,1,
,,,Miami County,1,0,0,0,
,,,Ripley County,0,1,0,0,
,,,Rush County,1,1,0,0,
,,,Scott County,1,0,0,0,
,,,Wayne County,0,0,0,1,
,Iowa,Total,,,,,,
,,Cities,,,,,,
,,,Cedar Rapids,0,1,0,0,129863
,,,Des Moines,0,0,0,1,210403
,,,De Witt,0,1,1,0,5236
,,Universities and Colleges,,,,,,
,,,Iowa State University,0,0,0,1,34435
,,Metropolitan Counties,,,,,,
,,,Scott,0,0,1,0,
,Kansas,Total,,,,,,
,,Cities,,,,,,
,,,Baxter Springs,0,1,0,0,4035
,,,Clay Center,0,0,0,1,4136
,,,Colby,0,0,1,0,5381
,,,Derby,0,0,1,0,23430
,,,Dodge City,0,2,0,2,28271
,,,Elwood,0,0,1,0,1199
,,,Garden City,0,0,0,1,27059
,,,Great Bend,0,0,0,1,15800
,,,Hoisington,0,0,1,0,2654
,,,Hutchinson,1,2,0,0,41499
,,,Iola,1,0,0,0,5515
,,,Leavenworth,0,0,0,1,36154
,,,Liberal,0,0,1,0,21128
,,,Newton,0,1,2,0,19103
,,,Overland Park3,3,2,0,1,187240
,,,Salina,0,0,1,2,47874
,,,Topeka,0,0,0,1,127096
,,,Valley Center,0,1,0,0,7113
,,,Wichita,2,1,10,2,389824
,,,Winfield,0,0,1,0,12235
,,Universities and Colleges,,,,,,
,,,Kansas State University,1,0,0,0,24766
,,,"University of Kansas, Medical Center2",0,0,0,1,
,,Metropolitan Counties,,,,,,
,,,Riley County Police Department,0,1,0,0,
,,,Sedgwick,0,1,0,0,
,,,Shawnee,0,1,0,0,
,,,Sumner,0,0,1,0,
,,,Wyandotte,0,0,0,1,
,,Nonmetropolitan Counties,,,,,,
,,,Cowley,0,0,0,1,
,,,Crawford,1,0,0,0,
,,,Ellis,0,0,1,0,
,,,Ford,1,0,0,0,
,,,Gray,0,0,1,0,
,,State Police Agencies,,,,,,
,,,Kansas Highway Patrol,1,0,0,0,
,,Other Agencies,,,,,,
,,,Blue Valley School District,0,1,0,0,
,Kentucky,Total,,,,,,
,,Cities,,,,,,
,,,Alexandria,0,1,0,0,8860
,,,Anchorage,0,0,1,0,2422
,,,Ashland,0,4,1,0,21232
,,,Bardstown,0,0,0,2,13087
,,,Benton,0,1,0,0,4309
,,,Bowling Green,1,4,2,2,63346
,,,Brownsville,0,0,0,1,824
,,,Carrollton,0,0,1,0,3930
,,,Corbin,0,0,1,0,7305
,,,Covington,2,3,0,0,41056
,,,Dawson Springs,0,2,0,0,2740
,,,Dayton,0,1,1,0,5446
,,,Erlanger,1,1,0,1,22774
,,,Flemingsburg,0,1,0,0,2709
,,,Florence,0,2,0,0,32357
,,,Frankfort,2,1,2,0,27603
,,,Franklin,1,0,0,0,8755
,,,Georgetown,0,3,0,2,32273
,,,Glasgow,1,0,0,2,14413
,,,Henderson,0,0,2,2,28928
,,,Independence,0,2,0,0,26773
,,,Indian Hills,0,0,1,0,2965
,,,La Grange,0,0,1,0,8625
,,,Lexington,4,7,5,9,314077
,,,Louisville Metro,4,1,4,4,680550
,,,Lynnview,0,0,1,0,943
,,,Mayfield,3,1,1,0,10141
,,,Monticello,1,0,0,0,6072
,,,Murray,0,1,0,1,18810
,,,Newport,0,1,1,1,15413
,,,Nicholasville,0,0,0,1,29351
,,,Oak Grove,0,1,0,0,7515
,,,Owensboro,1,1,1,2,58608
,,,Owingsville,0,0,1,0,1597
,,,Paducah,2,2,1,0,24968
,,,Paris,0,0,1,0,9747
,,,Pembroke,0,0,1,0,895
,,,Princeton,0,1,2,0,6166
,,,Scottsville,0,0,1,0,4373
,,,Shepherdsville,0,1,1,1,11990
,,,Shively,1,0,0,2,15733
,,,Simpsonville,1,0,0,0,2695
,,,Taylor Mill,0,0,0,2,6748
,,,Taylorsville,0,0,1,0,796
,,,Versailles,0,2,0,0,9105
,,,West Buechel,1,0,0,0,1272
,,,Winchester,0,0,0,2,18462
,,Universities and Colleges,,,,,,
,,,Eastern Kentucky University,0,1,0,0,16305
,,,Murray State University,1,1,0,0,11207
,,,Northern Kentucky University,1,0,0,0,15090
,,,University of Kentucky,0,0,2,0,29203
,,,University of Louisville,0,0,1,0,21561
,,Metropolitan Counties,,,,,,
,,,Boone,0,0,2,0,
,,,Bracken,0,1,0,0,
,,,Bullitt,0,0,0,1,
,,,Campbell County Police Department,0,0,0,1,
,,,Larue,0,1,0,0,
,,,Meade,0,0,0,1,
,,,Scott,1,0,0,0,
,,,Shelby,0,1,0,0,
,,,Warren,1,0,1,1,
,,Nonmetropolitan Counties,,,,,,
,,,Anderson,0,1,0,0,
,,,Ballard,0,0,0,1,
,,,Bell,0,1,0,0,
,,,Franklin,0,0,1,0,
,,,Graves,0,0,1,0,
,,,Grayson,0,0,0,1,
,,,Jackson,0,1,0,0,
,,,Laurel,0,1,0,0,
,,,Mason,0,1,0,0,
,,,Union,0,0,1,0,
,,,Webster,0,0,1,1,
,,State Police Agencies,,,,,,
,,,State Police:,,,,,
,,,Ashland,0,0,1,1,
,,,Bowling Green,1,0,0,0,
,,,Dry Ridge,0,0,1,0,
,,,Hazard,0,1,0,0,
,,,London,1,0,0,1,
,,,Madisonville,0,0,0,1,
,,,Mayfield,0,0,1,0,
,,,Morehead,0,1,0,0,
,,,Pikeville,0,0,1,0,
,,Other Agencies,,,,,,
,,,Fayette County Schools,1,0,0,0,
,,,Jefferson County School District,1,0,0,1,
,Louisiana,Total,,,,,,
,,Cities,,,,,,
,,,Mamou,0,1,0,0,3173
,,,Natchitoches,1,0,0,0,18350
,,,New Orleans,0,1,2,2,393447
,,,Shreveport,0,0,0,1,197592
,,,Vinton,0,1,,,3353
,,,Westlake,1,0,0,0,4625
,,Metropolitan Counties,,,,,,
,,,Bossier,0,0,0,2,
,,,Calcasieu,3,2,3,2,
,,,East Feliciana,0,0,1,0,
,,,Jefferson,0,2,0,0,
,,,Lafourche,0,1,0,7,
,,,Ouachita,,,0,1,
,,,St. Charles,,,1,0,
,,,St. Helena,0,1,0,0,
,,Nonmetropolitan Counties,,,,,,
,,,Madison,1,0,0,1,
,Maine,Total,,,,,,
,,Cities,,,,,,
,,,Augusta,1,0,1,2,18608
,,,Brewer,0,1,0,0,9279
,,,Islesboro,0,2,0,0,568
,,,Lewiston,0,1,2,1,36232
,,,Livermore Falls,0,1,0,0,3134
,,,Old Orchard Beach,2,1,0,0,8790
,,,Portland,0,1,1,5,66816
,,,Saco,2,0,2,1,19146
,,,Sanford,0,0,1,0,20936
,,,Scarborough,0,1,1,0,19682
,,,South Portland,0,3,1,0,25540
,,,Topsham,0,0,1,0,8703
,,Metropolitan Counties,,,,,,
,,,Sagadahoc,0,2,0,0,
,,State Police Agencies,,,,,,
,,,"State Police, Franklin County",0,0,0,1,
,Maryland,Total,,,,,,
,,Cities,,,,,,
,,,Baltimore,2,0,2,,621252
,,,Bowie,1,0,0,0,58304
,,,Frederick,1,0,0,0,69162
,,,Greenbelt,0,0,2,1,24385
,,,Laurel,0,0,4,0,26406
,,Universities and Colleges,,,,,,
,,,Towson University,1,0,0,0,22285
,,Metropolitan Counties,,,,,,
,,,Baltimore County Police Department,1,0,1,0,
,,,Frederick,0,2,0,0,
,,,Harford,1,0,0,0,
,,,Montgomery County Police Department3,5,6,2,7,
,,State Police Agencies,,,,,,
,,,"State Police, Carroll County",0,0,2,0,
,Massachusetts,Total,,,,,,
,,Cities,,,,,,
,,,Acton3,4,2,2,1,23573
,,,Agawam,0,0,2,0,28853
,,,Amesbury,0,1,0,1,16922
,,,Andover,0,2,0,0,35562
,,,Arlington,0,2,0,3,44873
,,,Attleboro,0,1,1,0,44079
,,,Barnstable,1,0,0,0,44392
,,,Bedford,0,0,1,0,14435
,,,Bellingham,1,0,0,0,16879
,,,Belmont,0,1,0,0,25692
,,,Beverly,0,0,0,1,41281
,,,Billerica,0,0,1,0,42762
,,,Boston3,28,40,40,31,665258
