year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookatMe,
, Nan, Nan,Scribner,0,0,0,0,853, Nan,
, Nan, Nan,Seward,0,0,0,0,7063, Nan,
, Nan, Nan,Valentine,0,0,0,0,2768, Nan,
, Nan, Nan,Wahoo,0,0,0,0,4493, Nan,
, Nan, Nan,West Point,0,0,0,0,3329, Nan,
, Nan, Nan,Wilber,0,0,0,0,1912, Nan,
, Nan, Nan,York,0,0,0,0,7875, Nan,
, Nan,Universities and Colleges,"University of Nebraska, Kearney",0,0,0,0,7199, Nan,
, Nan,Metropolitian Counties,Cass,0,0,0,0, Nan, Nan,
, Nan, Nan,Dixon,0,0,0,0, Nan, Nan,
, Nan, Nan,Hall,0,0,0,0, Nan, Nan,
, Nan, Nan,Hamilton,0,0,0,0, Nan, Nan,
, Nan, Nan,Sarpy,0,0,0,0, Nan, Nan,
, Nan, Nan,Seward,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Washington,0,0, Nan,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Adams,0,0,0,0, Nan, Nan,
, Nan, Nan,Arthur,0,0,0,0, Nan, Nan,
, Nan, Nan,Buffalo,0,0,0,0, Nan, Nan,
, Nan, Nan,Butler,0,0,0,0, Nan, Nan,
, Nan, Nan,Custer,0,0,0,0, Nan, Nan,
, Nan, Nan,Deuel,0,0,0,0, Nan, Nan,
, Nan, Nan,Dodge,0,0,0,0, Nan, Nan,
, Nan, Nan,Gage,0,0,0,0, Nan, Nan,
, Nan, Nan,Gosper,0, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Hooker,0,0,0,0, Nan, Nan,
, Nan, Nan,Jefferson,0,0,0,0, Nan, Nan,
, Nan, Nan,Johnson,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Kearney,0,0,0,0, Nan, Nan,
, Nan, Nan,Keith,0,0,0,0, Nan, Nan,
, Nan, Nan,Keya Paha,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Kimball,0,0, Nan, Nan, Nan, Nan,
, Nan, Nan,Lincoln,0,0,0,0, Nan, Nan,
, Nan, Nan,Madison,0,0,0,0, Nan, Nan,
, Nan, Nan,Nance,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Nemaha,0,0,0,0, Nan, Nan,
, Nan, Nan,Pawnee,0,0,0,0, Nan, Nan,
, Nan, Nan,Perkins,0,0,0, Nan, Nan, Nan,
, Nan, Nan,Phelps,0,0,0,0, Nan, Nan,
, Nan, Nan,Platte,0,0,0,0, Nan, Nan,
, Nan, Nan,Polk,0,0,0,0, Nan, Nan,
, Nan, Nan,Red Willow,0,0,0,0, Nan, Nan,
, Nan, Nan,Rock,0,0,0,0, Nan, Nan,
, Nan, Nan,Saline,0,0,0,0, Nan, Nan,
, Nan, Nan,Scotts Bluff,0,0,0,0, Nan, Nan,
, Nan, Nan,Sherman,0,0,0,0, Nan, Nan,
, Nan, Nan,Thayer,0,0,0,0, Nan, Nan,
, Nan, Nan,Wayne,0,0,0,0, Nan, Nan,
, Nan, Nan,Wheeler,0,0,0,0, Nan, Nan,
, Nan, Nan,York,0,0,0,0, Nan, Nan,
, Nan,State Police Agencies,Nebraska State Patrol,0,0,0,0, Nan, Nan,
, Nan, Nan,State Patrol:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Adams County,0,0,0,0, Nan, Nan,
, Nan, Nan,Antelope County,0,0,0,0, Nan, Nan,
, Nan, Nan,Arthur County,0,0,0,0, Nan, Nan,
, Nan, Nan,Banner County,0,0,0,0, Nan, Nan,
, Nan, Nan,Blaine County,0,0,0,0, Nan, Nan,
, Nan, Nan,Boone County,0,0,0,0, Nan, Nan,
, Nan, Nan,Box Butte County,0,0,0,0, Nan, Nan,
, Nan, Nan,Boyd County,0,0,0,0, Nan, Nan,
, Nan, Nan,Brown County,0,0,0,0, Nan, Nan,
, Nan, Nan,Buffalo County,0,0,0,0, Nan, Nan,
, Nan, Nan,Burt County,0,0,0,0, Nan, Nan,
, Nan, Nan,Butler County,0,0,0,0, Nan, Nan,
, Nan, Nan,Cass County,0,0,0,0, Nan, Nan,
, Nan, Nan,Cedar County,0,0,0,0, Nan, Nan,
, Nan, Nan,Chase County,0,0,0,0, Nan, Nan,
, Nan, Nan,Cherry County,0,0,0,0, Nan, Nan,
, Nan, Nan,Cheyenne County,0,0,0,0, Nan, Nan,
, Nan, Nan,Clay County,0,0,0,0, Nan, Nan,
, Nan, Nan,Colfax County,0,0,0,0, Nan, Nan,
, Nan, Nan,Cuming County,0,0,0,0, Nan, Nan,
, Nan, Nan,Custer County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dakota County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dawes County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dawson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Deuel County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dixon County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dodge County,0,0,0,0, Nan, Nan,
, Nan, Nan,Douglas County,0,0,0,0, Nan, Nan,
, Nan, Nan,Dundy County,0,0,0,0, Nan, Nan,
, Nan, Nan,Fillmore County,0,0,0,0, Nan, Nan,
, Nan, Nan,Franklin County,0,0,0,0, Nan, Nan,
, Nan, Nan,Frontier County,0,0,0,0, Nan, Nan,
, Nan, Nan,Furnas County,0,0,0,0, Nan, Nan,
, Nan, Nan,Gage County,0,0,0,0, Nan, Nan,
, Nan, Nan,Garden County,0,0,0,0, Nan, Nan,
, Nan, Nan,Garfield County,0,0,0,0, Nan, Nan,
, Nan, Nan,Gosper County,0,0,0,0, Nan, Nan,
, Nan, Nan,Grant County,0,0,0,0, Nan, Nan,
, Nan, Nan,Greeley County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hall County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hamilton County,0,0,0,0, Nan, Nan,
, Nan, Nan,Harlan County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hayes County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hitchcock County,0,0,0,0, Nan, Nan,
, Nan, Nan,Holt County,0,0,0,0, Nan, Nan,
, Nan, Nan,Hooker County,0,0,0,0, Nan, Nan,
, Nan, Nan,Howard County,0,0,0,0, Nan, Nan,
, Nan, Nan,Jefferson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Johnson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Kearney County,0,0,0,0, Nan, Nan,
, Nan, Nan,Keith County,0,0,0,0, Nan, Nan,
, Nan, Nan,Keya Paha County,0,0,0,0, Nan, Nan,
, Nan, Nan,Kimball County,0,0,0,0, Nan, Nan,
, Nan, Nan,Knox County,0,0,0,0, Nan, Nan,
, Nan, Nan,Lancaster County,0,0,0,0, Nan, Nan,
, Nan, Nan,Lincoln County,0,0,0,0, Nan, Nan,
, Nan, Nan,Logan County,0,0,0,0, Nan, Nan,
, Nan, Nan,Loup County,0,0,0,0, Nan, Nan,
, Nan, Nan,Madison County,0,0,0,0, Nan, Nan,
, Nan, Nan,McPherson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Merrick County,0,0,0,0, Nan, Nan,
, Nan, Nan,Morrill County,0,0,0,0, Nan, Nan,
, Nan, Nan,Nance County,0,0,0,0, Nan, Nan,
, Nan, Nan,Nemaha County,0,0,0,0, Nan, Nan,
, Nan, Nan,Nuckolls County,0,0,0,0, Nan, Nan,
, Nan, Nan,Otoe County,0,0,0,0, Nan, Nan,
, Nan, Nan,Pawnee County,0,0,0,0, Nan, Nan,
, Nan, Nan,Perkins County,0,0,0,0, Nan, Nan,
, Nan, Nan,Phelps County,0,0,0,0, Nan, Nan,
, Nan, Nan,Pierce County,0,0,0,0, Nan, Nan,
, Nan, Nan,Platte County,0,0,0,0, Nan, Nan,
, Nan, Nan,Polk County,0,0,0,0, Nan, Nan,
, Nan, Nan,Red Willow County,0,0,0,0, Nan, Nan,
, Nan, Nan,Richardson County,0,0,0,0, Nan, Nan,
, Nan, Nan,Rock County,0,0,0,0, Nan, Nan,
, Nan, Nan,Saline County,0,0,0,0, Nan, Nan,
, Nan, Nan,Sarpy County,0,0,0,0, Nan, Nan,
, Nan, Nan,Saunders County,0,0,0,0, Nan, Nan,
, Nan, Nan,Scotts Bluff County,0,0,0,0, Nan, Nan,
, Nan, Nan,Seward County,0,0,0,0, Nan, Nan,
, Nan, Nan,Sheridan County,0,0,0,0, Nan, Nan,
, Nan, Nan,Sherman County,0,0,0,0, Nan, Nan,
, Nan, Nan,Sioux County,0,0,0,0, Nan, Nan,
, Nan, Nan,Stanton County,0,0,0,0, Nan, Nan,
, Nan, Nan,Thayer County,0,0,0,0, Nan, Nan,
, Nan, Nan,Thomas County,0,0,0,0, Nan, Nan,
, Nan, Nan,Thurston County,0,0,0,0, Nan, Nan,
, Nan, Nan,Valley County,0,0,0,0, Nan, Nan,
, Nan, Nan,Washington County,0,0,0,0, Nan, Nan,
, Nan, Nan,Wayne County,0,0,0,0, Nan, Nan,
, Nan, Nan,Webster County,0,0,0,0, Nan, Nan,
, Nan, Nan,Wheeler County,0,0,0,0, Nan, Nan,
, Nan, Nan,York County,0,0,0,0, Nan, Nan,
,New Hampshire,Cities,Alexandria,0,0,0,0,1604, Nan,
, Nan, Nan,Alstead,0,0,0,0,1938, Nan,
, Nan, Nan,Alton,0,0,0,0,5290, Nan,
, Nan, Nan,Amherst,0,0,0,0,11274, Nan,
, Nan, Nan,Antrim,0,0,0,0,2631, Nan,
, Nan, Nan,Atkinson,0,0,0,0,6812, Nan,
, Nan, Nan,Auburn,0,0,0,0,5132, Nan,
, Nan, Nan,Barnstead,0,0,0,0,4616, Nan,
, Nan, Nan,Barrington,0,0,0,0,8728, Nan,
, Nan, Nan,Bartlett,0,0,0,0,2762, Nan,
, Nan, Nan,Belmont,0,0,0,0,7329, Nan,
, Nan, Nan,Bennington,0,0,0,0,1466, Nan,
, Nan, Nan,Berlin,0,0,0,0,9652, Nan,
, Nan, Nan,Bethlehem,0,0,0,0,2527, Nan,
, Nan, Nan,Boscawen,0,0,0,0,3960, Nan,
, Nan, Nan,Bow,0,0,0,0,7633, Nan,
, Nan, Nan,Bradford,0,0,0, Nan,1653, Nan,
, Nan, Nan,Brentwood,0,0,0,0,4620, Nan,
, Nan, Nan,Bristol,0,0,0,0,3037, Nan,
, Nan, Nan,Campton,0,0,0,0,3302, Nan,
, Nan, Nan,Candia,0,0,0,0,3929, Nan,
, Nan, Nan,Canterbury,0,0,0,0,2374, Nan,
, Nan, Nan,Carroll,0,0,0,0,750, Nan,
, Nan, Nan,Center Harbor,0,0,0,0,1099, Nan,
, Nan, Nan,Charlestown,0,0,0,0,4974, Nan,
, Nan, Nan,Chester,0,0,0,0,4875, Nan,
, Nan, Nan,Claremont,0,0,0,0,12990, Nan,
, Nan, Nan,Colebrook,0,0,0,0,2221, Nan,
, Nan, Nan,Dalton,0,0,0,0,936, Nan,
, Nan, Nan,Danville,0,0,0,0,4490, Nan,
, Nan, Nan,Deerfield,0,0,0,0,4362, Nan,
, Nan, Nan,Deering,0,0,0,0,1908, Nan,
, Nan, Nan,Derry,0,0,0,0,33296, Nan,
, Nan, Nan,Dover,0,0,0,0,30287, Nan,
, Nan, Nan,Dublin,0,0,0,0,1580, Nan,
, Nan, Nan,Dunbarton,0,0,0,0,2797, Nan,
, Nan, Nan,Durham,0,0,0,0,15311, Nan,
, Nan, Nan,East Kingston,0, Nan, Nan, Nan,2386, Nan,
, Nan, Nan,Effingham,0,0,0,0,1461, Nan,
, Nan, Nan,Enfield,0,0,0,0,4546, Nan,
, Nan, Nan,Epping,0,0,0,0,6633, Nan,
, Nan, Nan,Epsom,0,0,0,0,4620, Nan,
, Nan, Nan,Exeter,0,0,0,0,14487, Nan,
, Nan, Nan,Franconia,0,0,0,0,1104, Nan,
, Nan, Nan,Freedom,0,0,0,0,1483, Nan,
, Nan, Nan,Fremont,0,0,0,0,4363, Nan,
, Nan, Nan,Gilford,0,0,0,0,7147, Nan,
, Nan, Nan,Gilmanton,0,0,0,0,3784, Nan,
, Nan, Nan,Goffstown,0,0,0,0,17721, Nan,
, Nan, Nan,Gorham,0,0,0,0,2725, Nan,
, Nan, Nan,Grantham,0,0,0,0,2943, Nan,
, Nan, Nan,Greenland,0,0,0,0,3690, Nan,
, Nan, Nan,Hampstead,0,0,0,0,8568, Nan,
, Nan, Nan,Hancock,0,0,0,0,1647, Nan,
, Nan, Nan,Haverhill,0,0,0,0,4641, Nan,
, Nan, Nan,Henniker,0,0,0,0,4838, Nan,
, Nan, Nan,Hillsborough,0,0,0,0,5995, Nan,
, Nan, Nan,Hinsdale,0,0,0,0,3996, Nan,
, Nan, Nan,Hooksett,0,0,0,0,13582, Nan,
, Nan, Nan,Hopkinton,0,0,0,0,5599, Nan,
, Nan, Nan,Hudson,0,0,0,0,24591, Nan,
, Nan, Nan,Jaffrey,0,0,0,0,5417, Nan,
, Nan, Nan,Kingston,0,0,0,0,6075, Nan,
, Nan, Nan,Laconia,0,0,0,0,16109, Nan,
, Nan, Nan,Lancaster,0,0,0,0,3373, Nan,
, Nan, Nan,Lebanon,0,0,0,0,13598, Nan,
, Nan, Nan,Lee,0,0,0,0,4345, Nan,
, Nan, Nan,Lincoln,0,0,0,0,1651, Nan,
, Nan, Nan,Lisbon,0,0,0,0,1579, Nan,
, Nan, Nan,Litchfield,0,0,0,0,8344, Nan,
, Nan, Nan,Loudon,0,0,0,0,5337, Nan,
, Nan, Nan,Madison,0,0,0,0,2513, Nan,
, Nan, Nan,Marlborough,0,0,0,0,2054, Nan,
, Nan, Nan,Meredith,0,0,0,0,6305, Nan,
, Nan, Nan,Merrimack,0,0,0,0,25553, Nan,
, Nan, Nan,Middleton,0,0,0,0,1778, Nan,
, Nan, Nan,Milford,0,0,0,0,15162, Nan,
, Nan, Nan,Milton,0,0,0,0,4603, Nan,
, Nan, Nan,Mont Vernon,0,0,0,0,2427, Nan,
, Nan, Nan,Moultonborough,0,0,0,0,4022, Nan,
, Nan, Nan,Nashua,0,0,0,0,87052, Nan,
, Nan, Nan,New Boston,0,0,0,0,5384, Nan,
, Nan, Nan,New Durham,0,0,0,0,2652, Nan,
, Nan, Nan,Newfields,0,0,0,0,1691, Nan,
, Nan, Nan,New Hampton,0,0,0,0,2195, Nan,
, Nan, Nan,Newington,0,0,0,0,755, Nan,
, Nan, Nan,New Ipswich,0,0,0,0,5134, Nan,
, Nan, Nan,New London,0,0,0,0,4409, Nan,
, Nan, Nan,Newport,0,0,0,0,6380, Nan,
, Nan, Nan,Newton,0,0,0,0,4747, Nan,
, Nan, Nan,Northfield,0,0,0,0,4829, Nan,
, Nan, Nan,North Hampton,0,0,0,0,4359, Nan,
, Nan, Nan,Northumberland,0,0,0,0,2210, Nan,
, Nan, Nan,Northwood,0,0,0,0,4295, Nan,
, Nan, Nan,Nottingham,0,0,0,0,4895, Nan,
, Nan, Nan,Orford,0,0,0,0,1233, Nan,
, Nan, Nan,Ossipee,0,0,0,0,4296, Nan,
, Nan, Nan,Pembroke,0,0,0,0,7126, Nan,
, Nan, Nan,Peterborough,0,0,0,0,6383, Nan,
, Nan, Nan,Plymouth,0,0,0,0,7041, Nan,
, Nan, Nan,Portsmouth,0,0,0,0,21453, Nan,
, Nan, Nan,Raymond,0,0,0,0,10256, Nan,
, Nan, Nan,Rindge,0,0,0,0,5998, Nan,
, Nan, Nan,Rochester,0,0,0,0,29849, Nan,
, Nan, Nan,Rollinsford,0,0,0,0,2517, Nan,
, Nan, Nan,Rye,0,0,0,0,5297, Nan,
, Nan, Nan,Salem,0,0,0,0,28882, Nan,
, Nan, Nan,Sanbornton,0,0,0,0,2970, Nan,
, Nan, Nan,Sandown,0,0,0,0,6183, Nan,
, Nan, Nan,Sandwich,0,0,0,0,1316, Nan,
, Nan, Nan,Seabrook,0,0,0,0,8805, Nan,
, Nan, Nan,Somersworth,0,0,0,0,11751, Nan,
, Nan, Nan,South Hampton,0,0,0,0,818, Nan,
, Nan, Nan,Strafford,0,0,0,0,4021, Nan,
, Nan, Nan,Stratham,0,0,0,0,7337, Nan,
, Nan, Nan,Sugar Hill,0,0,0,0,564, Nan,
, Nan, Nan,Sunapee,0,0,0,0,3330, Nan,
, Nan, Nan,Thornton,0,0,0,0,2482, Nan,
, Nan, Nan,Tilton,0,0,0,0,3623, Nan,
, Nan, Nan,Troy,0,0,0,0,2139, Nan,
, Nan, Nan,Wakefield,0,0,0,0,5018, Nan,
, Nan, Nan,Warner,0,0,0,0,2843, Nan,
, Nan, Nan,Washington,0,0,0,0,1109, Nan,
, Nan, Nan,Waterville Valley,0,0,0,0,246, Nan,
, Nan, Nan,Weare,0,0,0,0,8901, Nan,
, Nan, Nan,Webster,0,0,0,0,1877, Nan,
, Nan, Nan,Wilton,0,0,0,0,3670, Nan,
, Nan, Nan,Winchester,0,0,0,0,4302, Nan,
, Nan, Nan,Wolfeboro,0,0,0,0,6236, Nan,
, Nan, Nan,Woodstock,0,0,0,0,1354, Nan,
, Nan,Metropolitan Counties,Rockingham,0,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties,Carroll,0,0,0,0, Nan, Nan,
, Nan, Nan,Cheshire,0,0,0,0, Nan, Nan,
, Nan, Nan,Merrimack,0,0,0,0, Nan, Nan,
, Nan,Other Agencies,Liquor Commission,0,0,0, Nan, Nan, Nan,
,New Jersey,Cities,Absecon,0,0,0,0,8380, Nan,
, Nan, Nan,Allendale,0,0,0,0,6712, Nan,
, Nan, Nan,Allentown,0,0,0,0,1812, Nan,
, Nan, Nan,Alpha,0,0,0,0,2314, Nan,
, Nan, Nan,Alpine,0,0,0,0,1958, Nan,
, Nan, Nan,Andover Township,0,0,0,0,6273, Nan,
, Nan, Nan,Atlantic City,0,0,0,0,39482, Nan,
, Nan, Nan,Atlantic Highlands,0,0,0,0,4352, Nan,
, Nan, Nan,Audubon,0,0,0,0,8788, Nan,
, Nan, Nan,Audubon Park,0,0,0,0,1020, Nan,
, Nan, Nan,Avalon,0,0,0,0,1309, Nan,
, Nan, Nan,Avon-by-the-Sea,0,0,0,0,1916, Nan,
, Nan, Nan,Barnegat Light,0,0,0,0,578, Nan,
, Nan, Nan,Barnegat Township,0,0,0,0,21544, Nan,
, Nan, Nan,Barrington,0,0,0,0,6880, Nan,
, Nan, Nan,Bay Head,0,0,0,0,987, Nan,
, Nan, Nan,Bayonne,0,0,0,0,64950, Nan,
, Nan, Nan,Beach Haven,0,0,0,0,1178, Nan,
, Nan, Nan,Beachwood,0,0,0,0,11110, Nan,
, Nan, Nan,Bellmawr,0,0,0,0,11554, Nan,
, Nan, Nan,Belmar,0,0,0,0,5735, Nan,
, Nan, Nan,Belvidere,0,0,0,0,2619, Nan,
, Nan, Nan,Bergenfield,0,0,0,0,27125, Nan,
, Nan, Nan,Berkeley Heights Township,0,0,0,0,13452, Nan,
, Nan, Nan,Berkeley Township,0,0,0,0,41555, Nan,
, Nan, Nan,Berlin,0,0,0,0,7623, Nan,
, Nan, Nan,Berlin Township,0,0,0,0,5449, Nan,
, Nan, Nan,Bernards Township,0,0,0,0,26880, Nan,
, Nan, Nan,Bernardsville,0,0,0,0,7764, Nan,
, Nan, Nan,Beverly,0,0,0,0,2571, Nan,
, Nan, Nan,Blairstown Township,0,0,0,0,5839, Nan,
, Nan, Nan,Bloomfield,0,0,0,0,47710, Nan,
, Nan, Nan,Bloomingdale,0,0,0,0,7706, Nan,
, Nan, Nan,Bogota,0,0,0,0,8294, Nan,
, Nan, Nan,Boonton,0,0,0,0,8501, Nan,
, Nan, Nan,Boonton Township,0,0,0,0,4442, Nan,
, Nan, Nan,Bordentown,0,0,0,0,3913, Nan,
, Nan, Nan,Bordentown Township,0,0,0,0,11357, Nan,
, Nan, Nan,Bound Brook,0,0,0,0,10791, Nan,
, Nan, Nan,Bradley Beach,0,0,0,0,4298, Nan,
, Nan, Nan,Branchburg Township,0,0,0,0,14551, Nan,
, Nan, Nan,Bridgeton,0,0,0,0,25280, Nan,
, Nan, Nan,Bridgewater Township,0,0,0,0,45009, Nan,
, Nan, Nan,Brielle,0,0,0,0,4785, Nan,
, Nan, Nan,Brigantine,0,0,0,0,9411, Nan,
, Nan, Nan,Brooklawn,0,0,0,0,1948, Nan,
, Nan, Nan,Buena,0,0,0,0,4554, Nan,
, Nan, Nan,Butler,0,0,0,0,7611, Nan,
, Nan, Nan,Byram Township,0,0,0,0,8154, Nan,
, Nan, Nan,Cape May,0,0,0,0,3559, Nan,
, Nan, Nan,Cape May Point,0,0,0,0,286, Nan,
, Nan, Nan,Carlstadt,0,0,0,0,6388, Nan,
, Nan, Nan,Carney's Point Township,0,0,0,0,8029, Nan,
, Nan, Nan,Carteret,0,0,0,0,24484, Nan,
, Nan, Nan,Cedar Grove Township,0,0,0,0,12648, Nan,
, Nan, Nan,Chatham,0,0,0,0,9105, Nan,
, Nan, Nan,Chatham Township,0,0,0,0,10681, Nan,
, Nan, Nan,Cherry Hill Township,0,0,0,0,71145, Nan,
, Nan, Nan,Chesilhurst,0,0,0,0,1648, Nan,
, Nan, Nan,Chester,0,0,0,0,1902, Nan,
, Nan, Nan,Chesterfield Township,0,0,0,0,7518, Nan,
, Nan, Nan,Chester Township,0,0,0,0,7940, Nan,
, Nan, Nan,Clayton,0,0,0,0,8188, Nan,
, Nan, Nan,Clementon,0,0,0,0,5013, Nan,
, Nan, Nan,Cliffside Park,0,0,0,0,23991, Nan,
, Nan, Nan,Clifton,0,0,0,0,85022, Nan,
, Nan, Nan,Clinton,0,0,0,0,2654, Nan,
, Nan, Nan,Clinton Township,0,0,0,0,13010, Nan,
, Nan, Nan,Collingswood,0,0,0,0,13875, Nan,
, Nan, Nan,Cranbury Township,0,0,0,0,3900, Nan,
, Nan, Nan,Cresskill,0,0,0,0,8690, Nan,
, Nan, Nan,Deal,0,0,0,0,744, Nan,
, Nan, Nan,Delanco Township,0,0,0,0,4737, Nan,
, Nan, Nan,Delaware Township,0,0,0,0,4476, Nan,
, Nan, Nan,Demarest,0,0,0,0,5001, Nan,
, Nan, Nan,Denville Township,0,0,0,0,16829, Nan,
, Nan, Nan,Deptford Township,0,0,0,0,30492, Nan,
, Nan, Nan,Dover,0,0,0,0,18352, Nan,
, Nan, Nan,Dumont,0,0,0,0,17718, Nan,
, Nan, Nan,Dunellen,0,0,0,0,7461, Nan,
, Nan, Nan,East Greenwich Township,0,0,0,0,10218, Nan,
, Nan, Nan,East Newark,0,0,0,0,2456, Nan,
, Nan, Nan,East Rutherford,0,0,0,0,9010, Nan,
, Nan, Nan,Eatontown,0,0,0,0,12405, Nan,
, Nan, Nan,Edgewater,0,0,0,0,12143, Nan,
, Nan, Nan,Edgewater Park Township,0,0,0,0,8860, Nan,
, Nan, Nan,Edison Township,0,0,0,0,101316, Nan,
, Nan, Nan,Egg Harbor City,0,0,0,0,4316, Nan,
, Nan, Nan,Elizabeth,0,0,0,0,127067, Nan,
, Nan, Nan,Elk Township,0,0,0,0,4254, Nan,
, Nan, Nan,Elmer,0,0,0,0,1381, Nan,
, Nan, Nan,Elsinboro Township,0,0,0,0,1022, Nan,
, Nan, Nan,Emerson,0,0,0,0,7814, Nan,
, Nan, Nan,Englewood,0,0,0,0,27782, Nan,
, Nan, Nan,Englewood Cliffs,0,0,0,0,5358, Nan,
, Nan, Nan,Englishtown,0,0,0,0,1929, Nan,
, Nan, Nan,Essex Fells,0,0,0,0,2210, Nan,
, Nan, Nan,"Fairfield Township, Essex County",0,0,0,0,7517, Nan,
, Nan, Nan,Fair Haven,0,0,0,0,6075, Nan,
, Nan, Nan,Fair Lawn,0,0,0,0,33015, Nan,
, Nan, Nan,Far Hills,0,0,0,0,924, Nan,
, Nan, Nan,Flemington,0,0,0,0,4653, Nan,
, Nan, Nan,Florence Township,0,0,0,0,12397, Nan,
, Nan, Nan,Florham Park,0,0,0,0,11913, Nan,
, Nan, Nan,Franklin,0,0,0,0,4915, Nan,
, Nan, Nan,"Franklin Township, Hunterdon County",0,0,0,0,3106, Nan,
, Nan, Nan,"Franklin Township, Somerset County",0,0,0,0,63829, Nan,
, Nan, Nan,Freehold,0,0,0,0,12108, Nan,
, Nan, Nan,Frenchtown,0,0,0,0,1347, Nan,
, Nan, Nan,Garfield,0,0,0,0,31035, Nan,
, Nan, Nan,Garwood,0,0,0,0,4621, Nan,
, Nan, Nan,Gibbsboro,0,0,0,0,2262, Nan,
, Nan, Nan,Glen Rock,0,0,0,0,11877, Nan,
, Nan, Nan,Gloucester City,0,0,0,0,11453, Nan,
, Nan, Nan,"Greenwich Township, Gloucester County",0,0,0,0,4901, Nan,
, Nan, Nan,Guttenberg,0,0,0,0,11431, Nan,
, Nan, Nan,Hackensack,0,0,0,0,44180, Nan,
, Nan, Nan,Hackettstown,0,0,0,0,9779, Nan,
, Nan, Nan,Haddon Heights,0,0,0,0,7665, Nan,
, Nan, Nan,Haledon,0,0,0,0,8627, Nan,
, Nan, Nan,Hamburg,0,0,0,0,3186, Nan,
, Nan, Nan,"Hamilton Township, Atlantic County",0,0,0,0,26788, Nan,
, Nan, Nan,"Hamilton Township, Mercer County",0,0,0,0,88993, Nan,
, Nan, Nan,Hammonton,0,0,0,0,14737, Nan,
, Nan, Nan,Hanover Township,0,0,0,0,13951, Nan,
, Nan, Nan,Harding Township,0,0,0,0,3892, Nan,
, Nan, Nan,Harrington Park,0,0,0,0,4859, Nan,
, Nan, Nan,Harvey Cedars,0,0,0,0,344, Nan,
, Nan, Nan,Hasbrouck Heights,0,0,0,0,11983, Nan,
, Nan, Nan,Haworth,0,0,0,0,3413, Nan,
, Nan, Nan,Hawthorne,0,0,0,0,18945, Nan,
, Nan, Nan,Hazlet Township,0,0,0,0,20193, Nan,
, Nan, Nan,Helmetta,0,0,0,0,2199, Nan,
, Nan, Nan,High Bridge,0,0,0,0,3560, Nan,
, Nan, Nan,Highlands,0,0,0,0,4969, Nan,
, Nan, Nan,Hillsdale,0,0,0,0,10400, Nan,
, Nan, Nan,Hillside Township,0,0,0,0,21689, Nan,
, Nan, Nan,Hi-Nella,0,0,0,0,867, Nan,
, Nan, Nan,Ho-Ho-Kus,0,0,0,0,4166, Nan,
, Nan, Nan,Holland Township,0,0,0,0,5164, Nan,
, Nan, Nan,Hopatcong,0,0,0,0,14857, Nan,
, Nan, Nan,Hopewell,0,0,0,0,1923, Nan,
, Nan, Nan,Hopewell Township,0,0,0,0,17304, Nan,
, Nan, Nan,Independence Township,0,0,0,0,5604, Nan,
, Nan, Nan,Interlaken,0,0,0,0,821, Nan,
, Nan, Nan,Island Heights,0,0,0,0,1673, Nan,
, Nan, Nan,Jamesburg,0,0,0,0,5985, Nan,
, Nan, Nan,Jefferson Township,0,0,0,0,21516, Nan,
, Nan, Nan,Kearny,0,0,0,0,41677, Nan,
, Nan, Nan,Kenilworth,0,0,0,0,8069, Nan,
, Nan, Nan,Keyport,0,0,0,0,7228, Nan,
, Nan, Nan,Kinnelon,0,0,0,0,10452, Nan,
, Nan, Nan,Lake Como,0,0,0,0,1730, Nan,
, Nan, Nan,Lakehurst,0,0,0,0,2666, Nan,
, Nan, Nan,Lambertville,0,0,0,0,3815, Nan,
, Nan, Nan,Laurel Springs,0,0,0,0,1901, Nan,
, Nan, Nan,Lavallette,0,0,0,0,1877, Nan,
, Nan, Nan,Lawnside,0,0,0,0,2935, Nan,
, Nan, Nan,Lebanon Township,0,0,0,0,6439, Nan,
, Nan, Nan,Leonia,0,0,0,0,9055, Nan,
, Nan, Nan,Lincoln Park,0,0,0,0,10522, Nan,
, Nan, Nan,Linden,0,0,0,0,41041, Nan,
, Nan, Nan,Lindenwold,0,0,0,0,17863, Nan,
