Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,Delta College,0,0,0,0,11478
, Nan, Nan,Ferris State University,0,0,0,0,14560
, Nan, Nan,Grand Rapids Community College,0,0,0,0,17575
, Nan, Nan,Grand Valley State University,0,0,0,0,24662
, Nan, Nan,Kalamazoo Valley Community College,0,0,0,0,11395
, Nan, Nan,Kellogg Community College,0,0,0,0,6071
, Nan, Nan,Lansing Community College,0,0,0,0,20640
, Nan, Nan,Macomb Community College,0,0,0,0,23969
, Nan, Nan,Michigan Technological University,0,0,0,0,7022
, Nan, Nan,Mott Community College,0,0,0,0,11760
, Nan, Nan,Northern Michigan University,0,0,0,0,9405
, Nan, Nan,Oakland Community College,0,0,0,0,29158
, Nan, Nan,University of Michigan:, Nan, Nan, Nan, Nan,
, Nan, Nan,Dearborn,0,0,0,0,8664
, Nan, Nan,Flint,0,0,0,0,8262
, Nan,Metropolitan Counties,Barry,0,0,0,0,
, Nan, Nan,Bay,0,0,0,0,
, Nan, Nan,Cass,0,0,0,0,
, Nan, Nan,Clinton,0,0,0,0,
, Nan, Nan,Ingham,0,0,0,0,
, Nan, Nan,Lapeer,0,0,0,0,
, Nan, Nan,Livingston,0,0,0,0,
, Nan, Nan,Midland,0,0,0,0,
, Nan, Nan,Montcalm,0,0,0,0,
, Nan, Nan,Muskegon,0,0,0,0,
, Nan, Nan,Saginaw,0,0,0,0,
, Nan, Nan,Wayne,0,0,0,0,
, Nan,Nonmetropolitan Counties,Alcona,0,0,0,0,
, Nan, Nan,Alger,0,0,0,0,
, Nan, Nan,Alpena,0,0,0,0,
, Nan, Nan,Antrim,0,0,0,0,
, Nan, Nan,Arenac,0,0,0,0,
, Nan, Nan,Baraga,0,0,0,0,
, Nan, Nan,Benzie,0,0,0,0,
, Nan, Nan,Charlevoix,0,0,0,0,
, Nan, Nan,Cheboygan,0,0,0,0,
, Nan, Nan,Clare,0, Nan, Nan, Nan,
, Nan, Nan,Crawford,0,0,0,0,
, Nan, Nan,Emmet,0,0,0,0,
, Nan, Nan,Gladwin,0,0,0,0,
, Nan, Nan,Gogebic,0,0,0,0,
, Nan, Nan,Gratiot,0,0,0,0,
, Nan, Nan,Hillsdale,0,0,0,0,
, Nan, Nan,Houghton,0,0,0,0,
, Nan, Nan,Huron,0,0,0,0,
, Nan, Nan,Ionia,0,0,0,0,
, Nan, Nan,Iosco,0,0,0,0,
, Nan, Nan,Iron,0,0,0,0,
, Nan, Nan,Isabella,0,0,0,0,
, Nan, Nan,Kalkaska,0,0,0,0,
, Nan, Nan,Keweenaw,0,0,0,0,
, Nan, Nan,Lake,0,0,0,0,
, Nan, Nan,Lenawee,0,0,0,0,
, Nan, Nan,Luce,0,0,0,0,
, Nan, Nan,Mackinac,0,0,0,0,
, Nan, Nan,Manistee,0,0,0,0,
, Nan, Nan,Marquette,0,0,0,0,
, Nan, Nan,Mason,0,0,0,0,
, Nan, Nan,Menominee,0,0,0,0,
, Nan, Nan,Missaukee,0, Nan, Nan, Nan,
, Nan, Nan,Montmorency,0,0,0,0,
, Nan, Nan,Oceana,0,0,0,0,
, Nan, Nan,Ogemaw,0,0,0,0,
, Nan, Nan,Ontonagon,0,0,0,0,
, Nan, Nan,Oscoda,0,0,0,0,
, Nan, Nan,Otsego,0,0,0,0,
, Nan, Nan,Presque Isle,0,0,0,0,
, Nan, Nan,Roscommon,0,0,0,0,
, Nan, Nan,Sanilac,0,0,0,0,
, Nan, Nan,Schoolcraft,0, Nan, Nan, Nan,
, Nan, Nan,Shiawassee,0,0,0,0,
, Nan, Nan,St. Joseph,0,0,0,0,
, Nan, Nan,Tuscola,0,0,0,0,
, Nan, Nan,Wexford,0,0,0,0,
, Nan,State Police Agencies,State Police:, Nan, Nan, Nan, Nan,
, Nan, Nan,Alcona County,0,0,0,0,
, Nan, Nan,Alger County,0,0,0,0,
, Nan, Nan,Allegan County,0,0,0,0,
, Nan, Nan,Alpena County,0,0,0,0,
, Nan, Nan,Antrim County,0,0,0,0,
, Nan, Nan,Arenac County,0,0,0,0,
, Nan, Nan,Baraga County,0,0,0,0,
, Nan, Nan,Barry County,0,0,0,0,
, Nan, Nan,Bay County,0,0,0,0,
, Nan, Nan,Benzie County,0,0,0,0,
, Nan, Nan,Berrien County,0,0,0,0,
, Nan, Nan,Branch County,0,0,0,0,
, Nan, Nan,Calhoun County,0,0,0,0,
, Nan, Nan,Cass County,0,0,0,0,
, Nan, Nan,Charlevoix County,0,0,0,0,
, Nan, Nan,Cheboygan County,0,0,0,0,
, Nan, Nan,Chippewa County,0,0,0,0,
, Nan, Nan,Clare County,0,0,0,0,
, Nan, Nan,Clinton County,0,0,0,0,
, Nan, Nan,Crawford County,0,0,0,0,
, Nan, Nan,Delta County,0,0,0,0,
, Nan, Nan,Dickinson County,0,0,0,0,
, Nan, Nan,Eaton County,0,0,0,0,
, Nan, Nan,Emmet County,0,0,0,0,
, Nan, Nan,Genesee County,0,0,0,0,
, Nan, Nan,Gladwin County,0,0,0,0,
, Nan, Nan,Gogebic County,0,0,0,0,
, Nan, Nan,Grand Traverse County,0,0,0,0,
, Nan, Nan,Gratiot County,0,0,0,0,
, Nan, Nan,Hillsdale County,0,0,0,0,
, Nan, Nan,Houghton County,0,0,0,0,
, Nan, Nan,Ingham County,0,0,0,0,
, Nan, Nan,Ionia County,0,0,0,0,
, Nan, Nan,Iosco County,0,0,0,0,
, Nan, Nan,Iron County,0,0,0,0,
, Nan, Nan,Isabella County,0,0,0,0,
, Nan, Nan,Jackson County,0,0,0,0,
, Nan, Nan,Kalamazoo County,0,0,0,0,
, Nan, Nan,Kalkaska County,0,0,0,0,
, Nan, Nan,Kent County,0,0,0,0,
, Nan, Nan,Keweenaw County, Nan, Nan,0,0,
, Nan, Nan,Lake County,0,0,0,0,
, Nan, Nan,Lapeer County,0,0,0,0,
, Nan, Nan,Leelanau County,0,0,0,0,
, Nan, Nan,Lenawee County,0,0,0,0,
, Nan, Nan,Livingston County,0,0,0,0,
, Nan, Nan,Luce County,0,0,0,0,
, Nan, Nan,Mackinac County,0,0,0,0,
, Nan, Nan,Macomb County,0,0,0,0,
, Nan, Nan,Manistee County,0,0,0,0,
, Nan, Nan,Marquette County,0,0,0,0,
, Nan, Nan,Mason County,0,0,0,0,
, Nan, Nan,Mecosta County,0,0,0,0,
, Nan, Nan,Menominee County,0,0,0,0,
, Nan, Nan,Midland County,0,0,0,0,
, Nan, Nan,Missaukee County,0,0,0,0,
, Nan, Nan,Monroe County,0,0,0,0,
, Nan, Nan,Montcalm County,0,0,0,0,
, Nan, Nan,Montmorency County,0,0,0,0,
, Nan, Nan,Muskegon County,0,0,0,0,
, Nan, Nan,Newaygo County,0,0,0,0,
, Nan, Nan,Oakland County,0,0,0,0,
, Nan, Nan,Oceana County,0,0,0,0,
, Nan, Nan,Ogemaw County,0,0,0,0,
, Nan, Nan,Ontonagon County,0,0,0,0,
, Nan, Nan,Osceola County,0,0,0,0,
, Nan, Nan,Oscoda County,0,0,0,0,
, Nan, Nan,Otsego County,0,0,0,0,
, Nan, Nan,Ottawa County,0,0,0,0,
, Nan, Nan,Presque Isle County,0,0,0,0,
, Nan, Nan,Roscommon County,0,0,0,0,
, Nan, Nan,Saginaw,0,0,0,0,
, Nan, Nan,Sanilac County,0,0,0,0,
, Nan, Nan,Schoolcraft County,0,0,0,0,
, Nan, Nan,Shiawassee County,0,0,0,0,
, Nan, Nan,St. Clair County,0,0,0,0,
, Nan, Nan,St. Joseph County,0,0,0,0,
, Nan, Nan,Tuscola County,0,0,0,0,
, Nan, Nan,Van Buren,0,0,0,0,
, Nan, Nan,Washtenaw County,0,0,0,0,
, Nan, Nan,Wayne County,0,0,0,0,
, Nan, Nan,Wexford County,0,0,0,0,
, Nan,Tribal Agencies,Nottawaseppi Huron Band of Potawatomi,0,0,0,0,
, Nan,Other Agencies,Bishop International Airport,0,0,0,0,
, Nan, Nan,Capitol Region Airport Authority,0,0,0,0,
, Nan, Nan,Genesee County Parks and Recreation,0,0,0,0,
, Nan, Nan,Gerald R. Ford International Airport,0,0,0,0,
, Nan, Nan,Huron-Clinton Metropolitan Authority:, Nan, Nan, Nan, Nan,
, Nan, Nan,Hudson Mills Metropark,0,0,0,0,
, Nan, Nan,Lower Huron Metropark,0,0,0,0,
, Nan, Nan,Stony Creek Metropark,0,0,0,0,
, Nan, Nan,Wayne County Airport,0,0,0,0,
,Minnesota,Cities,Albert Lea,0, Nan, Nan, Nan,18082
, Nan, Nan,Alexandria,0,0, Nan, Nan,11192
, Nan, Nan,Annandale,0,0, Nan, Nan,3292
, Nan, Nan,Apple Valley,0,0,0, Nan,49827
, Nan, Nan,Avon,0,0,0, Nan,1411
, Nan, Nan,Bayport, Nan,0, Nan, Nan,3518
, Nan, Nan,Becker,0,0, Nan, Nan,4609
, Nan, Nan,Belle Plaine,0,0, Nan, Nan,6836
, Nan, Nan,Benson,0,0, Nan, Nan,3214
, Nan, Nan,Big Lake,0, Nan, Nan, Nan,10222
, Nan, Nan,Blackduck,0,0, Nan, Nan,804
, Nan, Nan,Bloomington,0, Nan, Nan, Nan,84596
, Nan, Nan,Brooklyn Center,0,0, Nan, Nan,30725
, Nan, Nan,Brownton,0,0, Nan, Nan,762
, Nan, Nan,Burnsville,0,0, Nan, Nan,61218
, Nan, Nan,Caledonia,0,0, Nan, Nan,2868
, Nan, Nan,Cambridge,0,0, Nan, Nan,8262
, Nan, Nan,Cannon Falls,0,0, Nan, Nan,4112
, Nan, Nan,Champlin,0,0, Nan, Nan,23568
, Nan, Nan,Chisholm, Nan,0, Nan, Nan,5008
, Nan, Nan,Cold Spring,0,0, Nan, Nan,5508
, Nan, Nan,Columbia Heights, Nan,0, Nan, Nan,19758
, Nan, Nan,Coon Rapids,0,0, Nan, Nan,62301
, Nan, Nan,Corcoran, Nan,0, Nan, Nan,5491
, Nan, Nan,Cottage Grove,0,0, Nan, Nan,35277
, Nan, Nan,Crookston, Nan,0, Nan, Nan,7907
, Nan, Nan,Crosby, Nan,0, Nan, Nan,2410
, Nan, Nan,Dayton,0,0, Nan, Nan,4766
, Nan, Nan,Deephaven-Woodland,0,0, Nan, Nan,4163
, Nan, Nan,Dilworth,0,0, Nan, Nan,4108
, Nan, Nan,Eagan,0, Nan, Nan, Nan,65180
, Nan, Nan,Eagle Lake,0,0, Nan, Nan,2453
, Nan, Nan,East Grand Forks,0,0, Nan, Nan,8615
, Nan, Nan,Eden Prairie,0,0, Nan, Nan,62052
, Nan, Nan,Edina,0,0, Nan, Nan,48932
, Nan, Nan,Ely,0, Nan, Nan, Nan,3482
, Nan, Nan,Fairmont,0,0, Nan, Nan,10657
, Nan, Nan,Fergus Falls,0,0, Nan, Nan,13209
, Nan, Nan,Floodwood,0, Nan, Nan, Nan,531
, Nan, Nan,Forest Lake,0,0, Nan, Nan,18738
, Nan, Nan,Glencoe,0,0, Nan, Nan,5634
, Nan, Nan,Glenwood,0,0, Nan, Nan,2557
, Nan, Nan,Golden Valley,0,0, Nan, Nan,20787
, Nan, Nan,Goodview,0,0, Nan, Nan,4055
, Nan, Nan,Hibbing,0,0, Nan, Nan,16469
, Nan, Nan,Hilltop,0,0,0, Nan,755
, Nan, Nan,Hopkins,0,0, Nan, Nan,17951
, Nan, Nan,Jordan,0,0, Nan, Nan,5619
, Nan, Nan,Lake Crystal,0,0, Nan, Nan,2582
, Nan, Nan,Lakes Area,0,0, Nan, Nan,9473
, Nan, Nan,Lakeville,0,0,0, Nan,56805
, Nan, Nan,Lester Prairie,0,0, Nan, Nan,1732
, Nan, Nan,Litchfield, Nan,0, Nan, Nan,6758
, Nan, Nan,Mapleton,0,0, Nan, Nan,1777
, Nan, Nan,Marshall,0,0, Nan, Nan,13788
, Nan, Nan,Medina,0,0, Nan, Nan,4995
, Nan, Nan,Mendota Heights,0,0, Nan, Nan,11240
, Nan, Nan,Milaca,0,0, Nan, Nan,2953
, Nan, Nan,Montgomery,0,0, Nan, Nan,2969
, Nan, Nan,Mound,0,0, Nan, Nan,9239
, Nan, Nan,Mounds View,0,0, Nan, Nan,12384
, Nan, Nan,New Brighton,0,0, Nan, Nan,21854
, Nan, Nan,Newport,0,0, Nan, Nan,3503
, Nan, Nan,New Ulm,0,0, Nan, Nan,13526
, Nan, Nan,North Mankato,0,0, Nan, Nan,13523
, Nan, Nan,North St. Paul,0,0, Nan, Nan,11675
, Nan, Nan,Oak Park Heights,0,0,0, Nan,4417
, Nan, Nan,Olivia,0,0, Nan, Nan,2465
, Nan, Nan,Orono,0,0,0, Nan,11646
, Nan, Nan,Ortonville,0,0, Nan, Nan,1917
, Nan, Nan,Paynesville,0,0, Nan, Nan,2459
, Nan, Nan,Princeton,0,0, Nan, Nan,4706
, Nan, Nan,Proctor,0, Nan, Nan, Nan,3078
, Nan, Nan,Ramsey,0,0,0, Nan,23988
, Nan, Nan,Redwood Falls,0,0, Nan, Nan,5260
, Nan, Nan,Robbinsdale,0,0, Nan, Nan,14239
, Nan, Nan,Rogers,0,0, Nan, Nan,8945
, Nan, Nan,Rosemount,0,0, Nan, Nan,22206
, Nan, Nan,Sauk Centre,0,0, Nan, Nan,4367
, Nan, Nan,Savage, Nan,0, Nan, Nan,27635
, Nan, Nan,Silver Lake,0,0, Nan, Nan,836
, Nan, Nan,Sleepy Eye,0,0, Nan, Nan,3600
, Nan, Nan,South Lake Minnetonka,0,0, Nan, Nan,11901
, Nan, Nan,South St. Paul,0,0, Nan, Nan,20465
, Nan, Nan,Spring Grove,0, Nan, Nan, Nan,1330
, Nan, Nan,Spring Lake Park,0,0, Nan, Nan,6498
, Nan, Nan,St. James,0,0, Nan, Nan,4637
, Nan, Nan,St. Joseph,0,0, Nan, Nan,6600
, Nan, Nan,Tracy,0, Nan, Nan, Nan,2180
, Nan, Nan,Two Harbors,0,0, Nan, Nan,3754
, Nan, Nan,Virginia,0, Nan, Nan, Nan,8769
, Nan, Nan,Waite Park,0,0, Nan, Nan,6790
, Nan, Nan,Waseca,0,0, Nan, Nan,9538
, Nan, Nan,Wayzata,0,0, Nan, Nan,3764
, Nan, Nan,Wells,0,0, Nan, Nan,2351
, Nan, Nan,West Hennepin,0,0, Nan, Nan,5380
, Nan, Nan,West St. Paul,0,0, Nan, Nan,19834
, Nan, Nan,White Bear Lake,0,0,0, Nan,24241
, Nan, Nan,Willmar,0,0, Nan, Nan,19708
, Nan, Nan,Windom, Nan,0, Nan, Nan,4676
, Nan, Nan,Winona,0,0, Nan, Nan,27731
, Nan, Nan,Winsted,0,0, Nan, Nan,2357
, Nan, Nan,Woodbury,0, Nan, Nan, Nan,63190
, Nan, Nan,Worthington,0,0, Nan, Nan,12858
, Nan, Nan,Wyoming,0,0, Nan, Nan,7847
, Nan,Universities and Colleges,University of Minnesota:, Nan, Nan, Nan, Nan,
, Nan, Nan,Morris,0,0, Nan, Nan,1932
, Nan, Nan,Twin Cities,0,0, Nan, Nan,52557
, Nan,Metropolitan Counties,Anoka,0,0, Nan, Nan,
, Nan, Nan,Benton,0,0, Nan, Nan,
, Nan, Nan,Blue Earth,0,0, Nan, Nan,
, Nan, Nan,Carlton,0,0, Nan, Nan,
, Nan, Nan,Carver,0,0, Nan, Nan,
, Nan, Nan,Clay,0,0, Nan, Nan,
, Nan, Nan,Dakota,0,0, Nan, Nan,
, Nan, Nan,Dodge,0,0, Nan, Nan,
, Nan, Nan,Houston,0,0, Nan, Nan,
, Nan, Nan,Nicollet,0,0, Nan, Nan,
, Nan, Nan,Polk,0,0, Nan, Nan,
, Nan, Nan,Sherburne,0,0, Nan, Nan,
, Nan, Nan,Stearns,0,0, Nan, Nan,
, Nan, Nan,Wabasha,0, Nan, Nan, Nan,
, Nan, Nan,Wright,0, Nan, Nan, Nan,
, Nan,Nonmetropolitan Counties,Aitkin,0,0, Nan, Nan,
, Nan, Nan,Big Stone,0,0, Nan, Nan,
, Nan, Nan,Cook,0,0, Nan, Nan,
, Nan, Nan,Cottonwood,0,0, Nan, Nan,
, Nan, Nan,Crow Wing,0,0, Nan, Nan,
, Nan, Nan,Douglas,0,0, Nan, Nan,
, Nan, Nan,Freeborn,0, Nan, Nan, Nan,
, Nan, Nan,Goodhue, Nan,0, Nan, Nan,
, Nan, Nan,Grant,0,0, Nan, Nan,
, Nan, Nan,Jackson,0, Nan, Nan, Nan,
, Nan, Nan,Kanabec,0,0, Nan, Nan,
, Nan, Nan,Kandiyohi,0,0, Nan, Nan,
, Nan, Nan,McLeod,0,0, Nan, Nan,
, Nan, Nan,Meeker,0,0, Nan, Nan,
, Nan, Nan,Nobles,0,0, Nan, Nan,
, Nan, Nan,Norman,0,0, Nan, Nan,
, Nan, Nan,Otter Tail,0,0, Nan, Nan,
, Nan, Nan,Pope,0,0, Nan, Nan,
, Nan, Nan,Redwood,0,0, Nan, Nan,
, Nan, Nan,Renville,0,0, Nan, Nan,
, Nan, Nan,Stevens, Nan,0, Nan, Nan,
, Nan, Nan,Swift, Nan,0, Nan, Nan,
, Nan, Nan,Wadena,0, Nan, Nan, Nan,
, Nan, Nan,Yellow Medicine,0,0, Nan, Nan,
, Nan,State Police Agencies,"Capitol Security, St. Paul", Nan, Nan,0, Nan,
, Nan, Nan,"State Patrol, Marshall",0, Nan, Nan, Nan,
, Nan,Tribal Agencies,Mille Lacs Tribal,0, Nan, Nan, Nan,
, Nan,Other Agencies,Three Rivers Park District,0,0, Nan, Nan,
,Mississippi,Cities,Aberdeen,0,0,0,0,5571
, Nan, Nan,Ackerman,0,0,0,0,1490
, Nan, Nan,Amory,0,0,0,0,7261
, Nan, Nan,Belzoni,0,0,0,0,2225
, Nan, Nan,Byhalia,0,0,0, Nan,1289
, Nan, Nan,Byram,0,0,0,0,11653
, Nan, Nan,Columbus,0,0,0,0,23650
, Nan, Nan,Crystal Springs,0,0,0, Nan,5022
, Nan, Nan,Fulton,0,0,0,0,3962
, Nan, Nan,Gautier,0,0,0,0,18643
, Nan, Nan,Guntown,0,0,0,0,2120
, Nan, Nan,Horn Lake,0,0,0,0,26576
, Nan, Nan,Itta Bena,0,0,0,0,2022
, Nan, Nan,Iuka,0,0,0,0,3037
, Nan, Nan,McComb,0,0,0,0,12818
, Nan, Nan,New Albany,0, Nan,0, Nan,8111
, Nan, Nan,Olive Branch,0,0,0, Nan,34141
, Nan, Nan,Petal,0,0,0,0,10610
, Nan, Nan,Picayune,0,0,0,0,10877
, Nan, Nan,Port Gibson, Nan, Nan, Nan,0,1568
, Nan, Nan,Roxie, Nan, Nan,0,0,492
, Nan, Nan,Ruleville,0,0, Nan,0,2996
, Nan, Nan,Starkville, Nan, Nan,0,0,23978
, Nan, Nan,Vicksburg,0,0,0,0,23700
, Nan, Nan,West Point,0,0,0,0,11245
, Nan, Nan,Winona,0,0,0,0,5030
, Nan,Universities and Colleges,Coahoma Community College,0,0,0,0,2999
, Nan, Nan,Jackson State University,0,0, Nan, Nan,8903
, Nan,Nonmetropolitan Counties,Adams,0,0,0,0,
, Nan, Nan,Bolivar, Nan, Nan,0,0,
, Nan, Nan,Choctaw,0,0,0,0,
, Nan, Nan,Claiborne,0,0,0,0,
, Nan, Nan,Clay, Nan, Nan, Nan,0,
, Nan, Nan,Franklin,0, Nan,0,0,
, Nan, Nan,Grenada,0,0,0,0,
, Nan, Nan,Jefferson Davis,0,0, Nan, Nan,
, Nan, Nan,Kemper,0,0,0,0,
, Nan, Nan,Leflore,0, Nan, Nan,0,
, Nan, Nan,Lincoln,0,0,0,0,
, Nan, Nan,Lowndes,0,0, Nan, Nan,
, Nan, Nan,Panola,0,0,0,0,
, Nan, Nan,Scott,0, Nan, Nan, Nan,
, Nan, Nan,Sunflower,0,0,0,0,
, Nan, Nan,Tippah,0,0,0,0,
, Nan, Nan,Tishomingo,0, Nan, Nan,0,
, Nan, Nan,Union,0,0,0,0,
, Nan, Nan,Walthall, Nan, Nan,0, Nan,
, Nan, Nan,Warren,0,0,0,0,
, Nan, Nan,Washington,0,0,0,0,
, Nan, Nan,Winston,0,0,0,0,
,Missouri,Cities,Adrian,0,0,0,0,1677
, Nan, Nan,Advance,0,0,0,0,1342
, Nan, Nan,Alma,0,0,0,0,401
, Nan, Nan,Alton,0,0,0,0,883
, Nan, Nan,Anderson,0,0,0,0,1958
, Nan, Nan,Appleton City,0,0, Nan,0,1111
, Nan, Nan,Arbyrd,0,0,0,0,510
, Nan, Nan,Archie,0,0,0,0,1178
, Nan, Nan,Arnold,0,0,0,0,20920
, Nan, Nan,Ash Grove,0,0,0,0,1485
, Nan, Nan,Ashland,0,0,0,0,3784
, Nan, Nan,Aurora,0,0,0,0,7528
, Nan, Nan,Auxvasse,0,0,0,0,987
, Nan, Nan,Ava,0,0,0,0,2969
, Nan, Nan,Ballwin,0,0,0,0,30454
, Nan, Nan,Bates City,0,0,0,0,218
, Nan, Nan,Battlefield,0,0,0,0,5645
, Nan, Nan,Bella Villa,0,0,0,0,730
, Nan, Nan,Belle,0,0,0,0,1549
, Nan, Nan,Bellefontaine Neighbors,0,0,0,0,10877
, Nan, Nan,Bellerive,0,0,0,0,188
, Nan, Nan,Bellflower,0,0,0,0,395
, Nan, Nan,Bel-Nor,0,0,0,0,1501
, Nan, Nan,Bel-Ridge,0,0,0,0,2741
, Nan, Nan,Berkeley,0,0,0,0,8993
, Nan, Nan,Bernie,0,0,0,0,1952
, Nan, Nan,Bertrand, Nan, Nan,0,0,819
, Nan, Nan,Bethany,0,0,0,0,3265
, Nan, Nan,Beverly Hills,0,0,0,0,575
, Nan, Nan,Billings,0,0,0,0,1052
, Nan, Nan,Birch Tree,0,0,0,0,679
, Nan, Nan,Birmingham,0,0,0, Nan,185
, Nan, Nan,Bismarck,0,0,0,0,1554
, Nan, Nan,Blackburn,0,0,0,0,247
, Nan, Nan,Bloomfield,0,0,0,0,1932
, Nan, Nan,Blue Springs,0,0,0,0,52848
, Nan, Nan,Bolivar,0,0,0,0,10353
, Nan, Nan,Bonne Terre,0,0,0,0,6891
, Nan, Nan,Boonville,0,0,0,0,8362
, Nan, Nan,Bourbon,0, Nan,0,0,1643
, Nan, Nan,Bowling Green,0,0,0,0,5356
, Nan, Nan,Branson,0,0,0,0,10759
, Nan, Nan,Branson West,0,0,0,0,480
, Nan, Nan,Braymer,0,0,0,0,869
, Nan, Nan,Breckenridge Hills,0,0,0,0,4753
, Nan, Nan,Brentwood,0,0,0,0,8068
, Nan, Nan,Bridgeton,0,0,0,0,11569
, Nan, Nan,Brookfield,0,0,0,0,4482
, Nan, Nan,Brunswick,0,0, Nan, Nan,849
, Nan, Nan,Bucklin,0,0,0,0,460
, Nan, Nan,Buckner,0,0,0,0,3092
, Nan, Nan,Buffalo,0,0,0,0,3086
, Nan, Nan,Butler,0,0,0,0,4217
, Nan, Nan,Butterfield Village,0,0,0,0,468
, Nan, Nan,Byrnes Mill,0,0,0,0,2796
, Nan, Nan,Cabool,0,0,0,0,2144
, Nan, Nan,California,0,0,0,0,4312
, Nan, Nan,Calverton Park,0,0,0,0,1294
, Nan, Nan,Camden Point,0,0,0,0,483
, Nan, Nan,Camdenton,0,0,0,0,3698
, Nan, Nan,Cameron,0,0,0,0,9943
, Nan, Nan,Campbell,0,0,0,0,1998
, Nan, Nan,Canalou,0, Nan,0,0,335
, Nan, Nan,Canton,0,0,0,0,2370
, Nan, Nan,Cape Girardeau,0,0, Nan,0,38474
, Nan, Nan,Cardwell,0,0,0,0,715
, Nan, Nan,Carl Junction,0,0,0,0,7525
, Nan, Nan,Carrollton,0,0, Nan, Nan,3778
, Nan, Nan,Carterville,0,0,0,0,1912
, Nan, Nan,Carthage,0,0,0,0,14529
, Nan, Nan,Caruthersville,0,0,0,0,6139
, Nan, Nan,Cassville,0,0,0,0,3243
, Nan, Nan,Catron,0,0,0,0,67
, Nan, Nan,Center,0,0,0,0,515
, Nan, Nan,Centralia,0,0,0,0,4111
, Nan, Nan,Chaffee,0,0,0,0,2958
, Nan, Nan,Charlack,0,0,0,0,1365
, Nan, Nan,Charleston,0, Nan,0,0,5941
, Nan, Nan,Chesterfield,0,0,0,0,47560
, Nan, Nan,Chillicothe,0,0,0,0,9462
, Nan, Nan,Clarkton,0,0,0,0,1290
, Nan, Nan,Claycomo,0,0,0,0,1454
, Nan, Nan,Clayton,0,0,0,0,15966
, Nan, Nan,Cleveland,0,0,0,0,666
, Nan, Nan,Clever,0,0,0,0,2175
, Nan, Nan,Clinton,0,0,0,0,9003
, Nan, Nan,Cole Camp,0, Nan,0,0,1126
, Nan, Nan,Concordia,0,0,0,0,2443
, Nan, Nan,Conway,0,0,0,0,791
, Nan, Nan,Cool Valley,0,0,0,0,1197
, Nan, Nan,Corder,0,0,0,0,403
, Nan, Nan,Cottleville,0,0,0,0,3121
, Nan, Nan,Country Club Hills,0,0,0,0,1275
, Nan, Nan,Country Club Village,0,0,0,0,2442
, Nan, Nan,Crane,0,0,0,0,1468
, Nan, Nan,Creighton,0,0,0,0,351
, Nan, Nan,Crestwood,0,0,0,0,11931
, Nan, Nan,Crystal City,0,0,0,0,4879
, Nan, Nan,Cuba,0,0,0,0,3376
, Nan, Nan,Dellwood,0,0, Nan, Nan,5032
, Nan, Nan,Delta,0,0,0,0,446
, Nan, Nan,Desloge,0,0,0,0,5082
, Nan, Nan,Des Peres,0,0,0,0,8388
, Nan, Nan,Dexter,0,0,0,0,7838
, Nan, Nan,Diamond,0,0,0,0,909
, Nan, Nan,Dixon,0,0,0,0,1583
, Nan, Nan,Doniphan,0,0,0,0,2007
, Nan, Nan,Doolittle,0,0,0,0,629
, Nan, Nan,Drexel,0,0,0,0,971
, Nan, Nan,Duenweg,0,0,0,0,1133
, Nan, Nan,Duquesne,0,0,0,0,1781
, Nan, Nan,East Lynne,0,0,0,0,305
, Nan, Nan,East Prairie,0,0, Nan,0,3170
, Nan, Nan,Edgar Springs,0,0,0,0,207
, Nan, Nan,Edgerton,0, Nan, Nan, Nan,556
, Nan, Nan,Edina,0,0,0,0,1177
, Nan, Nan,Eldon,0,0,0,0,4580
, Nan, Nan,El Dorado Springs,0,0,0,0,3590
, Nan, Nan,Ellington,0,0,0,0,974
, Nan, Nan,Ellisville,0,0,0,0,9148
, Nan, Nan,Ellsinore,0,0,0,0,455
, Nan, Nan,Elsberry,0,0,0,0,1956
, Nan, Nan,Eminence,0,0,0,0,600
, Nan, Nan,Emma,0,0,0,0,232
, Nan, Nan,Essex,0,0,0, Nan,469
, Nan, Nan,Eureka,0,0,0,0,10206
, Nan, Nan,Everton,0,0, Nan,0,317
, Nan, Nan,Excelsior Springs,0,0,0,0,11255
, Nan, Nan,Exeter,0,0,0,0,765
, Nan, Nan,Fair Grove,0,0,0,0,1407
, Nan, Nan,Fair Play,0,0,0,0,476
, Nan, Nan,Fairview,0,0,0,0,385
, Nan, Nan,Farber,0,0, Nan, Nan,323
, Nan, Nan,Farmington,0,0,0,0,16317
, Nan, Nan,Fayette,0,0,0,0,2706
, Nan, Nan,Ferguson,0,0,0,0,21238
, Nan, Nan,Ferrelview,0,0,0,0,460
, Nan, Nan,Festus,0,0,0,0,11665
, Nan, Nan,Fleming,0,0,0,0,127
, Nan, Nan,Flordell Hills,0,0,0,0,824
, Nan, Nan,Florissant,0,0,0, Nan,52243
, Nan, Nan,Foley,0,0,0,0,163
, Nan, Nan,Fordland,0,0,0,0,807
, Nan, Nan,Foristell,0,0,0,0,508
, Nan, Nan,Forsyth,0,0,0,0,2303
, Nan, Nan,Fredericktown,0,0,0,0,3983
, Nan, Nan,Freeman,0,0,0,0,487
, Nan, Nan,Frontenac,0,0,0,0,3766
, Nan, Nan,Fulton,0,0,0,0,12833
, Nan, Nan,Gallatin,0, Nan,0,0,1764
