Year,State,Agency Type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,Beaumont,0,0,0,0,45249
, Nan, Nan,Bell,0,0,0,0,36347
, Nan, Nan,Bell Gardens,0,0,0,0,43316
, Nan, Nan,Belmont,0,0,0,0,27492
, Nan, Nan,Belvedere,0,0,0,0,2131
, Nan, Nan,Benicia,0,0,0,0,28400
, Nan, Nan,Big Bear ,0,0,0,0,5250
, Nan, Nan,Biggs,0,0,0,0,1703
, Nan, Nan,Bishop,0,0,0,0,3793
, Nan, Nan,Blythe,0,0,0,0,18961
, Nan, Nan,Bradbury,0,0,0,0,1097
, Nan, Nan,Brawley,0,0,0,0,26076
, Nan, Nan,Brentwood,0,0,0,0,60512
, Nan, Nan,Brisbane,0,0,0,0,4807
, Nan, Nan,Broadmoor,0,0,0,0,4411
, Nan, Nan,Buellton,0,0,0,0,5133
, Nan, Nan,Burlingame,0,0,0,0,30792
, Nan, Nan,Calexico,0,0,0,0,40336
, Nan, Nan,California City,0,0,0,0,13244
, Nan, Nan,Calimesa,0,0,0,0,8671
, Nan, Nan,Calistoga,0,0,0,0,5364
, Nan, Nan,Canyon Lake,0,0,0,0,11176
, Nan, Nan,Carlsbad,0,0,0,0,115040
, Nan, Nan,Carmel,0,0,0,0,3931
, Nan, Nan,Carpinteria,0,0,0,0,13865
, Nan, Nan,Carson,0,0,0,0,93613
, Nan, Nan,Cathedral City,0,0,0,0,54317
, Nan, Nan,Ceres,0,0,0,0,48372
, Nan, Nan,Chowchilla,0,0,0,0,18487
, Nan, Nan,Cloverdale,0,0,0,0,8848
, Nan, Nan,Coachella,0,0,0,0,45402
, Nan, Nan,Colma,0,0,0,0,1534
, Nan, Nan,Colton,0,0,0,0,55100
, Nan, Nan,Colusa,0,0,0,0,5926
, Nan, Nan,Commerce,0,0,0,0,13128
, Nan, Nan,Corcoran,0,0,0,0,22111
, Nan, Nan,Corning,0,0,0,0,7522
, Nan, Nan,Corona,0,0,0,0,166534
, Nan, Nan,Coronado,0,0,0,0,24974
, Nan, Nan,Costa Mesa,0,0,0,0,113816
, Nan, Nan,Cotati,0,0,0,0,7479
, Nan, Nan,Covina,0, Nan,0,0,49222
, Nan, Nan,Crescent City,0,0,0,0,6622
, Nan, Nan,Cudahy,0,0,0,0,24411
, Nan, Nan,Cypress,0,0,0,0,49557
, Nan, Nan,Daly City,0,0,0,0,107640
, Nan, Nan,Dana Point,0,0,0,0,34349
, Nan, Nan,Delano,0,0,0,0,52656
, Nan, Nan,Del Mar,0,0,0,0,4388
, Nan, Nan,Del Rey Oaks,0,0,0,0,1700
, Nan, Nan,Diamond Bar,0,0,0,0,57162
, Nan, Nan,Dinuba,0,0,0,0,24156
, Nan, Nan,Dixon,0,0,0,0,19592
, Nan, Nan,Dorris,0,0,0,0,900
, Nan, Nan,Dos Palos,0,0,0,0,5158
, Nan, Nan,Duarte,0,0,0,0,22120
, Nan, Nan,Dublin,0,0,0,0,60430
, Nan, Nan,Dunsmuir,0,0,0,0,1571
, Nan, Nan,El Cajon,0,0,0,0,104483
, Nan, Nan,El Centro,0,0,0,0,44213
, Nan, Nan,El Cerrito,0,0,0,0,25222
, Nan, Nan,El Monte,0,0,0,0,117354
, Nan, Nan,Emeryville,0,0,0,0,12060
, Nan, Nan,Escalon,0,0,0,0,7601
, Nan, Nan,Etna,0,0,0,0,712
, Nan, Nan,Eureka,0,0,0,0,26981
, Nan, Nan,Exeter,0,0,0,0,10589
, Nan, Nan,Fairfax,0,0,0,0,7662
, Nan, Nan,Ferndale,0,0,0,0,1368
, Nan, Nan,Fillmore,0,0,0,0,15653
, Nan, Nan,Firebaugh,0,0,0,0,8484
, Nan, Nan,Fontana,0,0,0,0,209531
, Nan, Nan,Fort Jones,0,0,0,0,684
, Nan, Nan,Fortuna,0,0,0,0,12013
, Nan, Nan,Foster City,0,0,0,0,34081
, Nan, Nan,Fountain Valley,0,0,0,0,57291
, Nan, Nan,Fowler,0,0,0,0,6397
, Nan, Nan,Galt,0,0,0,0,25638
, Nan, Nan,Gardena,0,0,0,0,60770
, Nan, Nan,Gilroy,0,0,0,0,54130
, Nan, Nan,Glendora,0,0,0,0,52380
, Nan, Nan,Goleta,0,0,0,0,31145
, Nan, Nan,Gonzales,0,0,0,0,8533
, Nan, Nan,Grand Terrace,0,0,0,0,12545
, Nan, Nan,Grass Valley,0,0,0,0,12961
, Nan, Nan,Greenfield,0,0,0,0,17343
, Nan, Nan,Gridley,0,0,0,0,6584
, Nan, Nan,Grover Beach,0,0,0,0,13686
, Nan, Nan,Guadalupe,0,0,0,0,7365
, Nan, Nan,Gustine,0,0,0,0,5801
, Nan, Nan,Healdsburg,0,0,0,0,11830
, Nan, Nan,Hemet,0,0,0,0,84838
, Nan, Nan,Hercules,0,0,0,0,25553
, Nan, Nan,Hermosa Beach,0,0,0,0,19930
, Nan, Nan,Hesperia,0,0,0,0,93888
, Nan, Nan,Hidden Hills,0,0,0,0,1938
, Nan, Nan,Hillsborough,0,0,0,0,11575
, Nan, Nan,Holtville,0,0,0,0,6498
, Nan, Nan,Hughson,0,0,0,0,7539
, Nan, Nan,Huron,0,0,0,0,6852
, Nan, Nan,Imperial,0,0,0,0,17582
, Nan, Nan,Imperial Beach,0,0,0,0,27616
, Nan, Nan,Indian Wells,0,0,0,0,5352
, Nan, Nan,Indio,0,0,0,0,89201
, Nan, Nan,Industry,0,0,0,0,204
, Nan, Nan,Inglewood,0,0,0,0,112059
, Nan, Nan,Ione,0,0,0,0,6860
, Nan, Nan,Irwindale,0,0,0,0,1440
, Nan, Nan,Isleton,0,0,0,0,840
, Nan, Nan,Jackson,0,0,0,0,4649
, Nan, Nan,Kensington,0,0,0,0,5364
, Nan, Nan,Kerman,0,0,0,0,14654
, Nan, Nan,King City,0,0,0,0,14111
, Nan, Nan,La Canada Flintridge,0,0,0,0,20659
, Nan, Nan,Lafayette,0,0,0,0,26254
, Nan, Nan,Laguna Hills,0,0,0,0,32045
, Nan, Nan,Laguna Niguel,0,0,0,0,66352
, Nan, Nan,Laguna Woods,0,0,0,0,16473
, Nan, Nan,La Habra Heights,0,0,0,0,5480
, Nan, Nan,Lake Forest,0,0,0,0,83511
, Nan, Nan,Lakeport,0,0,0,0,4817
, Nan, Nan,Lake Shastina,0,0,0,0,2546
, Nan, Nan,La Palma,0,0,0,0,15975
, Nan, Nan,La Quinta,0,0,0,0,41058
, Nan, Nan,La Verne,0,0,0,0,33011
, Nan, Nan,Lawndale,0,0,0,0,33560
, Nan, Nan,Lemon Grove,0,0,0,0,26981
, Nan, Nan,Lemoore,0,0,0,0,25875
, Nan, Nan,Lincoln,0,0,0,0,47206
, Nan, Nan,Lindsay,0,0,0,0,13533
, Nan, Nan,Livermore,0,0,0,0,89553
, Nan, Nan,Livingston,0,0,0,0,14076
, Nan, Nan,Lodi,0,0,0,0,65067
, Nan, Nan,Lomita,0,0,0,0,20889
, Nan, Nan,Lompoc,0,0,0,0,44541
, Nan, Nan,Los Alamitos,0,0,0,0,11774
, Nan, Nan,Los Altos,0,0,0,0,31000
, Nan, Nan,Los Altos Hills,0,0,0,0,8495
, Nan, Nan,Los Banos,0,0,0,0,37738
, Nan, Nan,Los Gatos,0,0,0,0,30947
, Nan, Nan,Lynwood,0,0,0,0,72471
, Nan, Nan,Madera,0,0,0,0,64753
, Nan, Nan,Manhattan Beach,0,0,0,0,35955
, Nan, Nan,Marina,0,0,0,0,21539
, Nan, Nan,Martinez,0,0,0,0,38541
, Nan, Nan,Marysville,0,0,0,0,12241
, Nan, Nan,Maywood,0,0,0,0,27985
, Nan, Nan,McFarland,0,0,0,0,14263
, Nan, Nan,Menifee,0,0,0,0,89114
, Nan, Nan,Mendota,0,0,0,0,11481
, Nan, Nan,Menlo Park,0,0,0,0,33726
, Nan, Nan,Mill Valley,0,0,0,0,14491
, Nan, Nan,Milpitas,0,0,0,0,79990
, Nan, Nan,Mission Viejo,0,0,0,0,97950
, Nan, Nan,Monrovia,0,0,0,0,37637
, Nan, Nan,Montague,0,0,0,0,1390
, Nan, Nan,Montebello,0,0,0,0,64206
, Nan, Nan,Monterey Park,0,0,0,0,61710
, Nan, Nan,Monte Sereno,0,0,0,0,3591
, Nan, Nan,Moorpark,0,0,0,0,36423
, Nan, Nan,Moraga,0,0,0,0,17505
, Nan, Nan,Moreno Valley,0,0,0,0,206224
, Nan, Nan,Morgan Hill,0,0,0,0,44015
, Nan, Nan,Morro Bay,0,0,0,0,10719
, Nan, Nan,Mount Shasta,0,0,0,0,3277
, Nan, Nan,Needles,0,0,0,0,5010
, Nan, Nan,Nevada City,0,0,0,0,3167
, Nan, Nan,Newman,0,0,0,0,11037
, Nan, Nan,Newport Beach,0,0,0,0,87482
, Nan, Nan,Oakdale,0,0,0,0,22572
, Nan, Nan,Oakley,0,0,0,0,40695
, Nan, Nan,Ojai,0,0,0,0,7658
, Nan, Nan,Ontario,0,0,0,0,172606
, Nan, Nan,Orange Cove,0,0,0,0,9706
, Nan, Nan,Orinda,0,0,0,0,19585
, Nan, Nan,Orland,0,0,0,0,7587
, Nan, Nan,Oroville,0,0,0,0,16322
, Nan, Nan,Pacifica,0,0,0,0,39650
, Nan, Nan,Palm Desert,0,0,0,0,52528
, Nan, Nan,Palos Verdes Estates,0,0,0,0,13730
, Nan, Nan,Paramount,0,0,0,0,55673
, Nan, Nan,Paso Robles,0,0,0,0,31939
, Nan, Nan,Patterson,0,0,0,0,21716
, Nan, Nan,Pico Rivera,0,0,0,0,64469
, Nan, Nan,Piedmont,0,0,0,0,11515
, Nan, Nan,Pinole,0,0,0,0,19451
, Nan, Nan,Pismo Beach,0,0,0,0,8264
, Nan, Nan,Pittsburg,0,0,0,0,70663
, Nan, Nan,Placerville,0,0,0,0,10705
, Nan, Nan,Pleasant Hill,0,0,0,0,35140
, Nan, Nan,Pleasanton,0,0,0,0,81464
, Nan, Nan,Porterville,0,0,0,0,56421
, Nan, Nan,Port Hueneme,0,0,0,0,22570
, Nan, Nan,Rancho Cordova,0,0,0,0,72265
, Nan, Nan,Rancho Mirage,0,0,0,0,18243
, Nan, Nan,Rancho Santa Margarita,0,0,0,0,49606
, Nan, Nan,Red Bluff,0,0,0,0,14138
, Nan, Nan,Redondo Beach,0,0,0,0,68447
, Nan, Nan,Reedley,0,0,0,0,25828
, Nan, Nan,Rio Dell,0,0,0,0,3390
, Nan, Nan,Rio Vista,0,0,0,0,8554
, Nan, Nan,Ripon,0,0,0,0,15318
, Nan, Nan,Riverbank,0,0,0,0,24401
, Nan, Nan,Rocklin,0,0,0,0,62006
, Nan, Nan,Rohnert Park,0,0,0,0,42723
, Nan, Nan,Rolling Hills,0,0,0,0,1899
, Nan, Nan,Rolling Hills Estates,0,0,0,0,8297
, Nan, Nan,Rosemead,0,0,0,0,55129
, Nan, Nan,Ross,0,0,0,0,2492
, Nan, Nan,San Clemente,0,0,0,0,65915
, Nan, Nan,Sand City,0,0,0,0,391
, Nan, Nan,San Dimas,0,0,0,0,34884
, Nan, Nan,San Gabriel,0,0,0,0,40580
, Nan, Nan,Sanger,0,0,0,0,25078
, Nan, Nan,San Jacinto,0,0,0,0,47475
, Nan, Nan,San Juan Capistrano,0,0,0,0,36798
, Nan, Nan,San Marino,0,0,0,0,13528
, Nan, Nan,San Pablo,0,0,0,0,30674
, Nan, Nan,Santa Barbara,0,0,0,0,92519
, Nan, Nan,Santa Clara,0,0,0,0,128179
, Nan, Nan,Santa Fe Springs,0,0,0,0,18401
, Nan, Nan,Santa Maria,0,0,0,0,106200
, Nan, Nan,Santa Paula,0,0,0,0,30784
, Nan, Nan,Saratoga,0,0,0,0,31152
, Nan, Nan,Sausalito,0,0,0,0,7198
, Nan, Nan,Scotts Valley,0,0,0,0,12016
, Nan, Nan,Seal Beach,0,0,0,0,24721
, Nan, Nan,Seaside,0,0,0,0,34827
, Nan, Nan,Selma,0,0,0,0,24641
, Nan, Nan,Shafter,0,0,0,0,18608
, Nan, Nan,Sierra Madre,0,0,0,0,11212
, Nan, Nan,Signal Hill,0,0,0,0,11677
, Nan, Nan,Solana Beach,0,0,0,0,13561
, Nan, Nan,Soledad,0,0,0,0,24805
, Nan, Nan,South El Monte,0,0,0,0,21032
, Nan, Nan,South Lake Tahoe,0,0,0,0,21765
, Nan, Nan,South Pasadena,0,0,0,0,26256
, Nan, Nan,Stallion Springs,0,0,0,0,2628
, Nan, Nan,Stanton,0,0,0,0,39066
, Nan, Nan,St. Helena,0,0,0,0,6142
, Nan, Nan,Susanville,0,0,0,0,14798
, Nan, Nan,Sutter Creek,0,0,0,0,2484
, Nan, Nan,Taft,0,0,0,0,9543
, Nan, Nan,Tehachapi,0,0,0,0,12770
, Nan, Nan,Temecula,0,0,0,0,114381
, Nan, Nan,Temple City,0,0,0,0,36527
, Nan, Nan,Tiburon,0,0,0,0,9263
, Nan, Nan,Tracy,0,0,0,0,87844
, Nan, Nan,Truckee,0,0,0,0,16326
, Nan, Nan,Tulare,0,0,0,0,62902
, Nan, Nan,Tulelake,0,0,0,0,990
, Nan, Nan,Tustin,0,0,0,0,81642
, Nan, Nan,Upland,0,0,0,0,76956
, Nan, Nan,Vernon,0,0,0,0,114
, Nan, Nan,Villa Park,0,0,0,0,5991
, Nan, Nan,Visalia,0,0,0,0,131186
, Nan, Nan,Vista,0,0,0,0,102307
, Nan, Nan,Walnut,0,0,0,0,30447
, Nan, Nan,Waterford,0,0,0,0,8897
, Nan, Nan,Weed,0,0,0,0,2479
, Nan, Nan,Westlake Village,0,0,0,0,8547
, Nan, Nan,Westmorland,0,0,0,0,2275
, Nan, Nan,West Sacramento,0,0,0,0,53532
, Nan, Nan,Wheatland,0,0,0,0,3775
, Nan, Nan,Whittier,0,0,0,0,87860
, Nan, Nan,Williams,0,0,0,0,5208
, Nan, Nan,Willits,0,0,0,0,4856
, Nan, Nan,Willows,0,0,0,0,6053
, Nan, Nan,Winters,0,0,0,0,7120
, Nan, Nan,Woodlake,0,0,0,0,7727
, Nan, Nan,Woodland,0,0,0,0,59190
, Nan, Nan,Yorba Linda,0,0,0,0,68702
, Nan, Nan,Yountville,0,0,0,0,3030
, Nan, Nan,Yreka,0,0,0,0,7559
, Nan, Nan,Yuba City,0,0,0,0,67198
, Nan, Nan,Yucaipa,0,0,0,0,53697
, Nan, Nan,Yucca Valley,0,0,0,0,21774
, Nan,Universities and Colleges,Allan Hancock College,0,0,0,0,10949
, Nan, Nan,"California State Polytechnic University, Pomona",0,0,0,0,23717
, Nan, Nan,California State University: , Nan, Nan, Nan, Nan,
, Nan, Nan,Bakersfield,0,0,0,0,9228
, Nan, Nan,Channel Islands,0,0,0,0,6167
, Nan, Nan,Chico,0,0,0,0,17220
, Nan, Nan,East Bay,0,0,0,0,15528
, Nan, Nan,Fresno,0,0,0,0,24136
, Nan, Nan,Los Angeles,0,0,0,0,27680
, Nan, Nan,Monterey Bay,0,0,0,0,7102
, Nan, Nan,Northridge,0,0,0,0,41548
, Nan, Nan,Sacramento,0,0,0,0,30284
, Nan, Nan,San Bernardino,0,0,0,0,20024
, Nan, Nan,San Marcos,0,0,0,0,12793
, Nan, Nan,College of the Sequoias,0,0,0,0,11266
, Nan, Nan,Contra Costa Community College,0,0,0,0,34910
, Nan, Nan,Cuesta College,0,0,0,0,9600
, Nan, Nan,El Camino College,0,0,0,0,24001
, Nan, Nan,Irvine Valley College,0,0,0,0,13183
, Nan, Nan,Marin Community College,0,0,0,0,5490
, Nan, Nan,Mt. San Jacinto College,0,0,0,0,15010
, Nan, Nan,Pasadena Community College,0,0,0,0,27050
, Nan, Nan,San Bernardino Community College,0,0,0,0,19121
, Nan, Nan,San Francisco State University,0,0,0,0,30256
, Nan, Nan,San Jose/Evergreen Community College ,0,0,0,0,17136
, Nan, Nan,Santa Rosa Junior College,0,0,0,0,22411
, Nan, Nan,Sonoma State University,0,0,0,0,9408
, Nan, Nan,State Center Community College District,0,0,0,0,32533
, Nan, Nan,University of California: , Nan, Nan, Nan, Nan,
, Nan, Nan,Hastings College of Law,0,0,0,0,950
, Nan, Nan,Irvine,0,0,0,0,30836
, Nan, Nan,"Medical Center, Sacramento3",0,0,0,0,
, Nan, Nan,Merced,0,0,0,0,6685
, Nan, Nan,Santa Barbara,0,0,0,0,23497
, Nan, Nan,West Valley-Mission College,0,0,0,0,17375
, Nan,Metropolitan Counties,Alameda,0,0,0,0,
, Nan, Nan,Contra Costa,0,0,0,0,
, Nan, Nan,Imperial,0,0,0,0,
, Nan, Nan,Kern,0,0,0,0,
, Nan, Nan,Kings,0,0,0,0,
, Nan, Nan,Madera,0,0,0,0,
, Nan, Nan,Marin,0,0,0,0,
, Nan, Nan,Merced,0,0,0,0,
, Nan, Nan,Monterey,0,0,0,0,
, Nan, Nan,Napa,0,0,0,0,
, Nan, Nan,Placer,0,0,0,0,
, Nan, Nan,San Benito,0,0,0,0,
, Nan, Nan,San Joaquin,0,0,0,0,
, Nan, Nan,San Luis Obispo,0,0,0,0,
, Nan, Nan,Santa Cruz,0,0,0,0,
, Nan, Nan,Stanislaus,0,0,0,0,
, Nan, Nan,Tulare,0,0,0,0,
, Nan, Nan,Yolo,0,0,0,0,
, Nan,Nonmetropolitan Counties,Alpine,0,0,0,0,
, Nan, Nan,Calaveras,0,0,0,0,
, Nan, Nan,Colusa,0,0,0,0,
, Nan, Nan,Del Norte,0,0,0,0,
, Nan, Nan,Glenn,0,0,0,0,
, Nan, Nan,Inyo,0,0,0,0,
, Nan, Nan,Lassen,0,0,0,0,
, Nan, Nan,Mariposa,0,0,0,0,
, Nan, Nan,Modoc,0,0,0,0,
, Nan, Nan,Mono,0,0,0,0,
, Nan, Nan,Nevada,0,0,0,0,
, Nan, Nan,Plumas,0,0,0,0,
, Nan, Nan,Sierra,0,0,0,0,
, Nan, Nan,Siskiyou,0,0,0,0,
, Nan, Nan,Tehama,0,0,0,0,
, Nan, Nan,Trinity,0,0,0,0,
, Nan,State Police Agencies,Highway Patrol: , Nan, Nan, Nan, Nan,
, Nan, Nan,Alameda County,0,0,0,0,
, Nan, Nan,Alpine County,0,0,0,0,
, Nan, Nan,Amador County,0,0,0,0,
, Nan, Nan,Butte County,0,0,0,0,
, Nan, Nan,Calaveras County,0,0,0,0,
, Nan, Nan,Colusa County,0,0,0,0,
, Nan, Nan,Contra Costa County,0,0,0,0,
, Nan, Nan,Del Norte County,0,0,0,0,
, Nan, Nan,El Dorado County,0,0,0,0,
, Nan, Nan,Fresno County,0,0,0,0,
, Nan, Nan,Glenn County,0,0,0,0,
, Nan, Nan,Humboldt County,0,0,0,0,
, Nan, Nan,Imperial County,0,0,0,0,
, Nan, Nan,Inyo County,0,0,0,0,
, Nan, Nan,Kern County,0,0,0,0,
, Nan, Nan,Kings County,0,0,0,0,
, Nan, Nan,Lake County,0,0,0,0,
, Nan, Nan,Lassen County,0,0,0,0,
, Nan, Nan,Los Angeles County,0,0,0,0,
, Nan, Nan,Madera County,0,0,0,0,
, Nan, Nan,Marin County,0,0,0,0,
, Nan, Nan,Mariposa County,0,0,0,0,
, Nan, Nan,Mendocino County,0,0,0,0,
, Nan, Nan,Merced County,0,0,0,0,
, Nan, Nan,Modoc County,0,0,0,0,
, Nan, Nan,Mono County,0,0,0,0,
, Nan, Nan,Monterey County,0,0,0,0,
, Nan, Nan,Napa County,0,0,0,0,
, Nan, Nan,Nevada County,0,0,0,0,
, Nan, Nan,Orange County,0,0,0,0,
, Nan, Nan,Placer County,0,0,0,0,
, Nan, Nan,Plumas County,0,0,0,0,
, Nan, Nan,Riverside County,0,0,0,0,
, Nan, Nan,Sacramento County,0,0,0,0,
, Nan, Nan,San Benito County,0,0,0,0,
, Nan, Nan,San Bernardino County,0,0,0,0,
, Nan, Nan,San Diego County,0,0,0,0,
, Nan, Nan,San Francisco County,0,0,0,0,
, Nan, Nan,San Joaquin County,0,0,0,0,
, Nan, Nan,San Luis Obispo County,0,0,0,0,
, Nan, Nan,San Mateo County,0,0,0,0,
, Nan, Nan,Santa Barbara County,0,0,0,0,
, Nan, Nan,Santa Clara County,0,0,0,0,
, Nan, Nan,Santa Cruz County,0,0,0,0,
, Nan, Nan,Shasta County,0,0,0,0,
, Nan, Nan,Sierra County,0,0,0,0,
, Nan, Nan,Siskiyou County,0,0,0,0,
, Nan, Nan,Solano County,0,0,0,0,
, Nan, Nan,Sonoma County,0,0,0,0,
, Nan, Nan,Stanislaus County,0,0,0,0,
, Nan, Nan,Sutter County,0,0,0,0,
, Nan, Nan,Tehama County,0,0,0,0,
, Nan, Nan,Trinity County,0,0,0,0,
, Nan, Nan,Tulare County,0,0,0,0,
, Nan, Nan,Tuolumne County,0,0,0,0,
, Nan, Nan,Ventura County,0,0,0,0,
, Nan, Nan,Yolo County,0,0,0,0,
, Nan, Nan,Yuba County,0,0,0,0,
, Nan,Tribal Agencies,La Jolla Tribal,0, Nan, Nan, Nan,
, Nan,Other Agencies,Atascadero State Hospital,0,0,0,0,
, Nan, Nan,Coalinga State Hospital,0,0,0,0,
, Nan, Nan,Department of Parks and Recreation: , Nan, Nan, Nan, Nan,
, Nan, Nan,Angeles,0,0,0,0,
, Nan, Nan,Bay Area,0,0,0,0,
, Nan, Nan,Calaveras County,0,0,0,0,
, Nan, Nan,Capital,0,0,0,0,
, Nan, Nan,Channel Coast,0,0,0,0,
, Nan, Nan,Colorado,0,0,0,0,
, Nan, Nan,Four Rivers District,0,0,0,0,
, Nan, Nan,Gold Fields District,0,0,0,0,
, Nan, Nan,Hollister Hills,0,0,0,0,
, Nan, Nan,Hungry Valley,0,0,0,0,
, Nan, Nan,Inland Empire,0,0,0,0,
, Nan, Nan,Marin County,0,0,0,0,
, Nan, Nan,Mendocino Headquarters,0,0,0,0,
, Nan, Nan,Monterey County,0,0,0,0,
, Nan, Nan,North Coast Redwoods,0,0,0,0,
, Nan, Nan,Northern Buttes,0,0,0,0,
, Nan, Nan,Oceano Dunes,0,0,0,0,
, Nan, Nan,Ocotillo Wells,0,0,0,0,
, Nan, Nan,Orange Coast,0,0,0,0,
, Nan, Nan,Russian River,0,0,0,0,
, Nan, Nan,San Diego Coast,0,0,0,0,
, Nan, Nan,San Joaquin,0,0,0,0,
, Nan, Nan,San Luis Obispo Coast,0,0,0,0,
, Nan, Nan,Santa Cruz Mountains,0,0,0,0,
, Nan, Nan,Sierra,0,0,0,0,
, Nan, Nan,Silverado,0,0,0,0,
, Nan, Nan,Tehachapi District,0,0,0,0,
, Nan, Nan,Twin Cities,0,0,0,0,
, Nan, Nan,East Bay Municipal Utility,0,0,0,0,
, Nan, Nan,"East Bay Regional Parks, Contra Costa County",0,0,0,0,
, Nan, Nan,Fairview Developmental Center,0,0,0,0,
, Nan, Nan,Los Angeles County Metropolitan Transportation Authority,0,0,0,0,
, Nan, Nan,Monterey Peninsula Airport,0,0,0,0,
, Nan, Nan,Napa State Hospital,0,0,0,0,
, Nan, Nan,Patton State Hospital,0,0,0,0,
, Nan, Nan,Porterville Developmental Center,0,0,0,0,
, Nan, Nan,San Bernardino Unified School District,0,0,0,0,
, Nan, Nan,San Francisco Bay Area Rapid Transit:, Nan, Nan, Nan, Nan,
, Nan, Nan,San Francisco County,0,0,0,0,
, Nan, Nan,San Mateo County,0,0,0,0,
, Nan, Nan,Shasta County Marshal,0,0,0,0,
, Nan, Nan,Sonoma Developmental Center,0,0,0,0,
, Nan, Nan,Stockton Unified School District,0,0,0,0,
, Nan, Nan,Twin Rivers Unified School District,0,0,0,0,
, Nan, Nan,Union Pacific Railroad: , Nan, Nan, Nan, Nan,
, Nan, Nan,Alameda County,0,0,0,0,
, Nan, Nan,Amador County,0,0,0,0,
, Nan, Nan,Butte County,0,0,0,0,
, Nan, Nan,Calaveras County,0,0,0,0,
, Nan, Nan,Colusa County,0,0,0,0,
, Nan, Nan,Contra Costa County,0,0,0,0,
, Nan, Nan,El Dorado County,0,0,0,0,
, Nan, Nan,Fresno County,0,0,0,0,
, Nan, Nan,Glenn County,0,0,0,0,
, Nan, Nan,Humboldt County,0,0,0,0,
, Nan, Nan,Imperial County,0,0,0,0,
, Nan, Nan,Inyo County,0,0,0,0,
, Nan, Nan,Kern County,0,0,0,0,
, Nan, Nan,Kings County,0,0,0,0,
, Nan, Nan,Lassen County,0,0,0,0,
, Nan, Nan,Los Angeles County,0,0,0,0,
, Nan, Nan,Madera County,0,0,0,0,
, Nan, Nan,Marin County,0,0,0,0,
, Nan, Nan,Mendocino County,0,0,0,0,
, Nan, Nan,Merced County,0,0,0,0,
, Nan, Nan,Modoc County,0,0,0,0,
, Nan, Nan,Monterey County,0,0,0,0,
, Nan, Nan,Napa County,0,0,0,0,
, Nan, Nan,Nevada County,0,0,0,0,
, Nan, Nan,Orange County,0,0,0,0,
, Nan, Nan,Placer County,0,0,0,0,
, Nan, Nan,Plumas County,0,0,0,0,
, Nan, Nan,Riverside County,0,0,0,0,
, Nan, Nan,Sacramento County,0,0,0,0,
, Nan, Nan,San Benito County,0,0,0,0,
, Nan, Nan,San Bernardino County,0,0,0,0,
, Nan, Nan,San Francisco County,0,0,0,0,
, Nan, Nan,San Joaquin County,0,0,0,0,
, Nan, Nan,San Luis Obispo County,0,0,0,0,
, Nan, Nan,San Mateo County,0,0,0,0,
, Nan, Nan,Santa Barbara County,0,0,0,0,
, Nan, Nan,Santa Clara County,0,0,0,0,
, Nan, Nan,Santa Cruz County,0,0,0,0,
, Nan, Nan,Shasta County,0,0,0,0,
, Nan, Nan,Sierra County,0,0,0,0,
, Nan, Nan,Siskiyou County,0,0,0,0,
, Nan, Nan,Solano County,0,0,0,0,
, Nan, Nan,Sonoma County,0,0,0,0,
, Nan, Nan,Stanislaus County,0,0,0,0,
, Nan, Nan,Sutter County,0,0,0,0,
, Nan, Nan,Tehama County,0,0,0,0,
, Nan, Nan,Trinity County,0,0,0,0,
, Nan, Nan,Tulare County,0,0,0,0,
, Nan, Nan,Ventura County,0,0,0,0,
, Nan, Nan,Yolo County,0,0,0,0,
, Nan, Nan,Yuba County,0,0,0,0,
,Colorado,Cities,Alamosa,0,0,0,0,9927
, Nan, Nan,Arvada,0,0,0,0,117186
, Nan, Nan,Ault,0,0,0,0,1642
, Nan, Nan,Avon,0,0,0,0,6532
, Nan, Nan,Basalt,0,0,0,0,3900
, Nan, Nan,Bayfield,0,0,0,0,2611
, Nan, Nan,Black Hawk,0,0,0,0,126
, Nan, Nan,Blue River,0,0,0,0,915
, Nan, Nan,Bow Mar,0,0,0,0,961
, Nan, Nan,Brighton,0,0,0,0,38363
, Nan, Nan,Broomfield,0,0,0,0,66953
, Nan, Nan,Brush,0,0,0,0,5456
, Nan, Nan,Buena Vista,0,0,0,0,2790
, Nan, Nan,Burlington,0,0,0,0,3624
, Nan, Nan,Calhan,0,0,0,0,790
, Nan, Nan,Campo,0,0,0,0,104
, Nan, Nan,Canon City,0,0,0,0,16390
, Nan, Nan,Castle Rock,0,0,0,0,57109
, Nan, Nan,Center,0,0,0,0,2196
, Nan, Nan,Cherry Hills Village,0,0,0,0,6649
, Nan, Nan,Columbine Valley,0,0,0,0,1381
, Nan, Nan,Commerce City,0,0,0,0,55341
, Nan, Nan,Cortez,0,0,0,0,8761
, Nan, Nan,Craig,0,0,0,0,8724
, Nan, Nan,Crested Butte,0,0,0,0,1599
, Nan, Nan,Cripple Creek,0,0,0,0,1147
, Nan, Nan,Dacono,0,0,0,0,4925
, Nan, Nan,Del Norte,0,0,0,0,1588
, Nan, Nan,Durango,0,0,0,0,18248
, Nan, Nan,Eagle,0,0,0,0,6715
, Nan, Nan,Eaton,0,0,0,0,5045
, Nan, Nan,Edgewater,0,0,0,0,5330
, Nan, Nan,Englewood,0,0,0,0,33657
